	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip	full_name	passed_replicate_correlations
SRX959207	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918929	SRP056317	PRJNA278818	278818	SRS876449	SAMN03433608	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363199	3433608	GSE67058	GSM1637662	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37.0			mid-exponential			nusA:nusA_induced	True
SRX959208	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918930	SRP056317	PRJNA278818	278818	SRS876448	SAMN03433612	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363200	3433612	GSE67058	GSM1637663	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37.0			mid-exponential			nusA:nusA_induced	True
SRX959209	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918931	SRP056317	PRJNA278818	278818	SRS876447	SAMN03433614	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363201	3433614	GSE67058	GSM1637664	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37.0			mid-exponential			nusA:nusA_induced	True
SRX959210	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918932	SRP056317	PRJNA278818	278818	SRS876446	SAMN03433609	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363202	3433609	GSE67058	GSM1637665	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37.0			mid-exponential			nusA:nusA_induced	True
SRX959211	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918933	SRP056317	PRJNA278818	278818	SRS876445	SAMN03433611	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363203	3433611	GSE67058	GSM1637666	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37.0			mid-exponential			nusA:nusA_induced	True
SRX959212	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918934	SRP056317	PRJNA278818	278818	SRS876442	SAMN03433616	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363204	3433616	GSE67058	GSM1637667	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX959213	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918935	SRP056317	PRJNA278818	278818	SRS876444	SAMN03433615	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363205	3433615	GSE67058	GSM1637668	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX959214	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918936	SRP056317	PRJNA278818	278818	SRS876443	SAMN03433618	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363206	3433618	GSE67058	GSM1637669	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX959215	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918937	SRP056317	PRJNA278818	278818	SRS876440	SAMN03433610	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363207	3433610	GSE67058	GSM1637670	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX959216	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918938	SRP056317	PRJNA278818	278818	SRS876437	SAMN03433607	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363208	3433607	GSE67058	GSM1637671	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX959217	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918939	SRP056317	PRJNA278818	278818	SRS876438	SAMN03433617	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	1363209	3433617	GSE67058	GSM1637672	27571753	NusA-depletion strain (PLBS802)				True	True	True	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37.0			mid-exponential			nusA:no_nusA	True
SRX1254783	2015-12-08 15:35:03	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435004	SRP063769	PRJNA295934	295934	SRS1072875	SAMN04093820	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0.0	1803605	4093820			26647299	PDS0627				True	True	True	ldar	yfiJKplus	wt	NCIB3610 yfiJK+	LB			37.0						ldar:yfiJKplus	True
SRX1254784	2015-12-08 15:35:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435622	SRP063769	PRJNA295934	295934	SRS1072875	SAMN04093820	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0.0	1803606	4093820			26647299	PDS0627				True	True	True	ldar	yfiJKplus	wt	NCIB3610 yfiJK+	LB			37.0						ldar:yfiJKplus	True
SRX1254785	2015-12-08 15:35:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435623	SRP063769	PRJNA295934	295934	SRS1072876	SAMN04093821	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0.0	1803607	4093821			26647299	PDS0685				True	True	True	ldar	yfiJ_A152E	wt	NCIB3610 yfiJA152E	LB			37.0						ldar:yfiJ_A152E	True
SRX1254786	2015-12-08 15:35:14	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435624	SRP063769	PRJNA295934	295934	SRS1072876	SAMN04093821	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0.0	1803608	4093821			26647299	PDS0685				True	True	True	ldar	yfiJ_A152E	wt	NCIB3610 yfiJA152E	LB			37.0						ldar:yfiJ_A152E	True
SRX1473807	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984941	SRP067020	PRJNA304431	304431	SRS1199769	SAMN04317217	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0.0	2084149	4317217			26647299	PY79				True	True	True	ldar	wt	wt	PY79	LB			37.0						ldar:wt	True
SRX1473808	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984942	SRP067020	PRJNA304431	304431	SRS1199770	SAMN04317218	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0.0	2084150	4317218			26647299	PY79				True	True	True	ldar	wt	wt	PY79	LB			37.0						ldar:wt	True
SRX1473809	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984943	SRP067020	PRJNA304431	304431	SRS1199768	SAMN04317219	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0.0	2084151	4317219			26647299	PY79				True	True	True	ldar	wt	wt	PY79	LB			37.0						ldar:wt	True
SRX1736086	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466199	SRP074147	PRJNA319983	319983	SRS1416933	SAMN04914062	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485191	4914062	GSE80786	GSM2137056	28585540	168CA	WT			True	True	True	yonO	wt	wt	168CA	MMB			37.0		1.6				yonO:wt	True
SRX1736087	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466200	SRP074147	PRJNA319983	319983	SRS1416934	SAMN04914063	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485192	4914063	GSE80786	GSM2137057	28585540	168CA	WT			True	True	True	yonO	wt	wt	168CA	MMB			37.0		1.6				yonO:wt	True
SRX1736088	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466201	SRP074147	PRJNA319983	319983	SRS1416935	SAMN04914064	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485193	4914064	GSE80786	GSM2137058	28585540	168CA	WT			True	True	True	yonO	wt	wt	168CA	MMB			37.0		1.6				yonO:wt	True
SRX1736089	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466202	SRP074147	PRJNA319983	319983	SRS1416936	SAMN04914065	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485194	4914065	GSE80786	GSM2137059	28585540	168CA	WT			True	True	True	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:wt_mmc	True
SRX1736090	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466203	SRP074147	PRJNA319983	319983	SRS1416937	SAMN04914066	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485195	4914066	GSE80786	GSM2137060	28585540	168CA	WT			True	True	True	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:wt_mmc	True
SRX1736091	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466204	SRP074147	PRJNA319983	319983	SRS1416938	SAMN04914067	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485196	4914067	GSE80786	GSM2137061	28585540	168CA	WT			True	True	True	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:wt_mmc	True
SRX1736092	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466205	SRP074147	PRJNA319983	319983	SRS1416939	SAMN04914068	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485197	4914068	GSE80786	GSM2137062	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO	wt	168CA	MMB			37.0		1.6				yonO:delyonO	True
SRX1736093	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466206	SRP074147	PRJNA319983	319983	SRS1416940	SAMN04914069	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485198	4914069	GSE80786	GSM2137063	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO	wt	168CA	MMB			37.0		1.6				yonO:delyonO	True
SRX1736094	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466207	SRP074147	PRJNA319983	319983	SRS1416941	SAMN04914070	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485199	4914070	GSE80786	GSM2137064	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO	wt	168CA	MMB			37.0		1.6				yonO:delyonO	True
SRX1736095	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466208	SRP074147	PRJNA319983	319983	SRS1416942	SAMN04914071	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485200	4914071	GSE80786	GSM2137065	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:delyonO_mmc	True
SRX1736096	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466209	SRP074147	PRJNA319983	319983	SRS1416943	SAMN04914072	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485201	4914072	GSE80786	GSM2137066	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:delyonO_mmc	True
SRX1736097	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466210	SRP074147	PRJNA319983	319983	SRS1416944	SAMN04914073	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	2485202	4914073	GSE80786	GSM2137067	28585540	168CA	delta-yonO			True	True	True	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37.0		1.6				yonO:delyonO_mmc	True
SRX2508581	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192889	SRP097439	PRJNA362730	362730	SRS1932626	SAMN06246861	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634515	6246861	GSE93894	GSM2464562	28363943	SSB1002 (W168 wild-type)				True	True	True	yacP	wt	wt	W168	2xYT			37.0		0.6				yacP:wt	True
SRX2508582	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192890	SRP097439	PRJNA362730	362730	SRS1932627	SAMN06246860	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634516	6246860	GSE93894	GSM2464563	28363943	CCB375 (W168 [delta]yacP)				True	True	True	yacP	delyacP	wt	W168 del_yacP	2xYT			37.0		0.6				yacP:delyacP	True
SRX2508583	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192891	SRP097439	PRJNA362730	362730	SRS1932628	SAMN06246859	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634517	6246859	GSE93894	GSM2464564	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				True	True	True	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37.0		0.6				yacP:yacP_induced	True
SRX2508584	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192892	SRP097439	PRJNA362730	362730	SRS1932629	SAMN06246870	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634518	6246870	GSE93894	GSM2464565	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				True	True	True	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37.0		0.6				yacP:yacP_no_induce	True
SRX2508585	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192893	SRP097439	PRJNA362730	362730	SRS1932630	SAMN06246869	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634519	6246869	GSE93894	GSM2464566	28363943	SSB1002 (W168 wild-type)				True	True	True	yacP	wt	wt	W168	2xYT			37.0		0.6				yacP:wt	True
SRX2508586	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192894	SRP097439	PRJNA362730	362730	SRS1932631	SAMN06246868	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634520	6246868	GSE93894	GSM2464567	28363943	CCB375 (W168 [delta]yacP)				True	True	True	yacP	delyacP	wt	W168 del_yacP	2xYT			37.0		0.6				yacP:delyacP	True
SRX2508587	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192895	SRP097439	PRJNA362730	362730	SRS1932632	SAMN06246867	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634521	6246867	GSE93894	GSM2464568	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				True	True	True	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37.0		0.6				yacP:yacP_induced	True
SRX2508588	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192896	SRP097439	PRJNA362730	362730	SRS1932633	SAMN06246866	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634522	6246866	GSE93894	GSM2464569	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				True	True	True	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37.0		0.6				yacP:yacP_no_induce	True
SRX2508589	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192897	SRP097439	PRJNA362730	362730	SRS1932634	SAMN06246865	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634523	6246865	GSE93894	GSM2464570	28363943	SSB1002 (W168 wild-type)				True	True	True	yacP	wt	wt	W168	2xYT			37.0		0.6				yacP:wt	True
SRX2508590	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192898	SRP097439	PRJNA362730	362730	SRS1932635	SAMN06246864	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634524	6246864	GSE93894	GSM2464571	28363943	CCB375 (W168 [delta]yacP)				True	True	True	yacP	delyacP	wt	W168 del_yacP	2xYT			37.0		0.6				yacP:delyacP	True
SRX2508591	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192899	SRP097439	PRJNA362730	362730	SRS1932636	SAMN06246863	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634525	6246863	GSE93894	GSM2464572	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				True	True	True	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37.0		0.6				yacP:yacP_induced	True
SRX2508592	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192900	SRP097439	PRJNA362730	362730	SRS1932637	SAMN06246862	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3634526	6246862	GSE93894	GSM2464573	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				True	True	True	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37.0		0.6				yacP:yacP_no_induce	True
SRX2529102	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218883	SRP098601	PRJNA369282	369282	SRS1950069	SAMN06283961	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659865	6283961	GSE94303	GSM2472762	28723971	NCIB 3610				True	True	True	rho_strains	ncib3610	ncib3610	NCIB3610	LB			37.0		0.5				rho_strains:ncib3610	True
SRX2529103	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218884	SRP098601	PRJNA369282	369282	SRS1950070	SAMN06283966	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659866	6283966	GSE94303	GSM2472763	28723971	NCIB 3610				True	True	True	rho_strains	ncib3610	ncib3610	NCIB3610	LB			37.0		0.5				rho_strains:ncib3610	True
SRX2529104	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218885	SRP098601	PRJNA369282	369282	SRS1950071	SAMN06283965	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659867	6283965	GSE94303	GSM2472764	28723971	NCIB 3610				True	True	True	rho_strains	ncib3610_delrho	ncib3610	NCIB3610 del_rho	LB			37.0		0.5				rho_strains:ncib3610_delrho	True
SRX2529105	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218886	SRP098601	PRJNA369282	369282	SRS1950072	SAMN06283964	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659868	6283964	GSE94303	GSM2472765	28723971	NCIB 3610				True	True	True	rho_strains	ncib3610_delrho	ncib3610	NCIB3610 del_rho	LB			37.0		0.5				rho_strains:ncib3610_delrho	True
SRX3269802	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158164	SRP119754	PRJNA413928	413928	SRS2581510	SAMN07774305	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590906	7774305	GSE104816	GSM2808312	29240826	WT				True	True	True	pamR	wt_exp	wt_exp	168 pAC834	CH			37.0		0.2	mid-exponential			pamR:wt_exp	True
SRX3269803	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158165	SRP119754	PRJNA413928	413928	SRS2581511	SAMN07774304	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590907	7774304	GSE104816	GSM2808313	29240826	WT				True	True	True	pamR	wt_exp	wt_exp	168 pAC834	CH			37.0		0.2	mid-exponential			pamR:wt_exp	True
SRX3269804	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158166	SRP119754	PRJNA413928	413928	SRS2581513	SAMN07774303	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590908	7774303	GSE104816	GSM2808314	29240826	DydcH				True	True	True	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37.0		0.2	mid-exponential			pamR:delydhC_exp	True
SRX3269805	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158167	SRP119754	PRJNA413928	413928	SRS2581512	SAMN07774302	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590909	7774302	GSE104816	GSM2808315	29240826	DydcH				True	True	True	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37.0		0.2	mid-exponential			pamR:delydhC_exp	True
SRX3269806	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158168	SRP119754	PRJNA413928	413928	SRS2581514	SAMN07774301	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590910	7774301	GSE104816	GSM2808316	29240826	DydcH				True	True	True	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37.0		0.2	mid-exponential			pamR:delydhC_exp	True
