SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
ypeQ,BSU_21960,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yptA,BSU_22160,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yppD,BSU_22280,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ypzC,BSU_23320,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yqhV,BSU_24440,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yqhR,BSU_24480,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yqhO,BSU_24510,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yqjC,BSU_23930,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yqjB,BSU_23940,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yrzE,BSU_27690,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yteT,BSU_30100,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ytvB,BSU_30330,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ytwI,BSU_29150,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yueG,BSU_31790,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yurZ,BSU_32720,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yusW,BSU_32950,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yutC,BSU_32320,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ytzH,BSU_29910,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yufS,BSU_31590,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yumB,BSU_32100,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yutG,BSU_32280,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yuzE,BSU_31810,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yvaC,BSU_33550,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywbB,BSU_38380,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywaF,BSU_38440,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywkF,BSU_36990,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywmA,BSU_36790,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywnG,BSU_36570,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
ywoC,BSU_36490,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yyaL,BSU_40820,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yybP,BSU_40560,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yycQ,BSU_40260,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yycO,BSU_40280,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yycP,BSU_40270,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yyzB,BSU_40460,SW 4.2,Lifestyles,sporulation,sporulation proteins,Newly identified sporulation proteins (based on transcription profiling) ,NA
yaaT,BSU_00320,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kbaA,BSU_01560,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kipI,BSU_04080,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kipA,BSU_04090,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kipR,BSU_04100,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
lrpA,BSU_05050,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
lrpB,BSU_05060,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
rapH,BSU_06830,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
phrH,BSU_06839,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
yisI,BSU_10730,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
oppA,BSU_11430,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
oppB,BSU_11440,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
oppC,BSU_11450,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
oppD,BSU_11460,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
oppF,BSU_11470,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
pepF,BSU_11540,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
rapA,BSU_12430,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
phrA,BSU_12440,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kinE,BSU_13530,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
spo0E,BSU_13640,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kinD,BSU_13660,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kinA,BSU_13990,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kinC,BSU_14490,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
ynzD,BSU_17920,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
spo0A,BSU_24220,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
sda,BSU_25690,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
rapE,BSU_25830,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
phrE,BSU_25840,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
obg,BSU_27920,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
spo0B,BSU_27930,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kinB,BSU_31450,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kapB,BSU_31460,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
kapD,BSU_31470,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
rghR,BSU_33660,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
ftsX,BSU_35250,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
ftsE,BSU_35260,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
rapB,BSU_36690,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
spo0F,BSU_37130,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
yisP,BSU_10810,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
sivA,BSU_37800,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
bslA,BSU_31080,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
sivC,BSU_15960,SW 4.2,Lifestyles,sporulation,phosphorelay,NA,NA
spoVG,BSU_00490,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
disA,BSU_00880,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spo0M,BSU_08760,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoIISB,BSU_12820,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoIIGA,BSU_15310,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoIIIE,BSU_16800,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoVS,BSU_16980,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoIIB,BSU_28060,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
ywcE,BSU_38130,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spo0J,BSU_40960,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
soj,BSU_40970,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
jag,BSU_41030,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
spoIIIJ,BSU_41040,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
floT,BSU_31010,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
ytaF,BSU_29070,SW 4.2,Lifestyles,sporulation,sporulation/ other,NA,NA
csgA,BSU_02070,SW 4.2,Lifestyles,sporulation,germination,NA,NA
cwlD,BSU_01530,SW 4.2,Lifestyles,sporulation,germination,NA,NA
cwlJ,BSU_02600,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerAA,BSU_33050,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerAB,BSU_33060,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerAC,BSU_33070,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerBA,BSU_35800,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerBB,BSU_35810,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerBC,BSU_35820,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerD,BSU_01550,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerE,BSU_28410,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerKA,BSU_03700,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerKB,BSU_03720,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerKC,BSU_03710,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerM,BSU_28380,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPA,BSU_10720,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPB,BSU_10710,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPC,BSU_10700,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPD,BSU_10690,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPE,BSU_10680,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPF,BSU_10670,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerQ,BSU_37920,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerT,BSU_19490,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gpr,BSU_25540,SW 4.2,Lifestyles,sporulation,germination,NA,NA
lgt,BSU_34990,SW 4.2,Lifestyles,sporulation,germination,NA,NA
lipC,BSU_04110,SW 4.2,Lifestyles,sporulation,germination,NA,NA
pdaA,BSU_07980,SW 4.2,Lifestyles,sporulation,germination,NA,NA
sleB,BSU_22930,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ypeB,BSU_22920,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ykvU,BSU_13830,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gdh,BSU_03930,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAD,BSU_23410,SW 4.2,Lifestyles,sporulation,germination,NA,NA
prkC,BSU_15770,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ywcE,BSU_38130,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAEA,BSU_23401,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAEB,BSU_23402,SW 4.2,Lifestyles,sporulation,germination,NA,NA
yfkQ,BSU_07790,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yfkR,BSU_07780,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndD,BSU_17750,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndE,BSU_17760,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndF,BSU_17770,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
clpP,BSU_34540,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
corA,BSU_24740,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkJ,BSU_07880,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvgN,BSU_33400,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gabD,BSU_03910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytiA,BSU_30700,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvrE,BSU_33200,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ysnF,BSU_28340,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhQ,BSU_24490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ybyB,BSU_02110,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkH,BSU_07900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgD,BSU_12170,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ymzB,BSU_17240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ysdB,BSU_28830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvgO,BSU_33410,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywsB,BSU_35970,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yacL,BSU_00890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykgA,BSU_13020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yugU,BSU_31280,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxkO,BSU_38720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxjI,BSU_38940,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhD,BSU_08490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhE,BSU_08500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydhK,BSU_05790,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflT,BSU_07550,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkS,BSU_07770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgB,BSU_12150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoxC,BSU_18510,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yocB,BSU_19150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytaB,BSU_30930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywmE,BSU_36720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxjJ,BSU_38930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxiS,BSU_39040,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yycD,BSU_40450,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
spoVC,BSU_00530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbB,BSU_08600,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yocK,BSU_19240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbD,BSU_36670,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
cypC,BSU_02100,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
dps,BSU_30650,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ispD,BSU_00900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ispF,BSU_00910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxJ,BSU_29760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
guaD,BSU_13170,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceH,BSU_02940,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
sodA,BSU_25020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ohrB,BSU_13160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mhqO,BSU_05490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqjL,BSU_23830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mhqP,BSU_05500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydbD,BSU_04430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceC,BSU_02890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceD,BSU_02900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceE,BSU_02910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceF,BSU_02920,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mgsR,BSU_24770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxaB,BSU_40030,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaF,BSU_04210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvaK,BSU_33620,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
aldY,BSU_38830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxbG,BSU_39840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxnA,BSU_40000,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yerD,BSU_06590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywiE,BSU_37240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
aag,BSU_38620,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
sigB,BSU_04730,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaG,BSU_04220,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gsiB,BSU_04400,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxH,BSU_29770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxG,BSU_29780,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceG,BSU_02930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaE,BSU_04200,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
radA,BSU_00870,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykzI,BSU_14660,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhP,BSU_24500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhcM,BSU_09140,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmrR,BSU_24020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmr,BSU_24010,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykuT,BSU_14210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmrU,BSU_24000,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflA,BSU_07750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywtG,BSU_35830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbC,BSU_39810,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhdN,BSU_09530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycdF,BSU_02830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycdG,BSU_02840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaD,BSU_04190,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaP,BSU_04340,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhdF,BSU_09450,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhxD,BSU_10430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
plsC,BSU_09540,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydeC,BSU_05150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
nhaX,BSU_09690,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gspA,BSU_38430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbA,BSU_35180,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywlB,BSU_36960,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycbP,BSU_02590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflH,BSU_07680,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywzA,BSU_38180,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkM,BSU_07850,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yitT,BSU_11120,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykgB,BSU_13010,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytkL,BSU_29410,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ypuD,BSU_23300,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaS,BSU_04370,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkI,BSU_07890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ygxB,BSU_09390,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoxB,BSU_18520,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywjC,BSU_37210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxzF,BSU_38610,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywmF,BSU_36680,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mcsB,BSU_00850,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
clpC,BSU_00860,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ctsR,BSU_00830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mcsA,BSU_00840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
trxA,BSU_28500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yraA,BSU_27020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
phoP,BSU_29110,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoaA,BSU_18530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
katX,BSU_38630,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
katE,BSU_39050,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvyD,BSU_35310,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhB,BSU_24750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjzE,BSU_11839,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbV,BSU_04710,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbRD,BSU_24760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbW,BSU_04720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbX,BSU_04740,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgC,BSU_12160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
disA,BSU_00880,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yaaH,BSU_00160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkD,BSU_07930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yuzA,BSU_31380,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhK,BSU_08570,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ctc,BSU_00520,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
opuE,BSU_06660,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkT,BSU_07760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
nadE,BSU_03130,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bofC,BSU_27750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbX,BSU_27760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhM,BSU_08590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
iolW,BSU_33530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
