UniProtKB	P45949	arsR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Arsenical resistance operon repressor	UniProtKB:P45949|PTN002108560	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	P19080	aroH		GO:0046417	GO_REF:0000033	IBA	PANTHER:PTN000475762|UniProtKB:P19080	P	Chorismate mutase AroH	UniProtKB:P19080|PTN000475763	protein	NCBITaxon:224308	20170228	GO_Central			chorismate metabolic process
UniProtKB	P19080	aroH		GO:0004106	GO_REF:0000033	IBA	PANTHER:PTN000475762|UniProtKB:P19080	F	Chorismate mutase AroH	UniProtKB:P19080|PTN000475763	protein	NCBITaxon:224308	20170228	GO_Central			chorismate mutase activity
UniProtKB	P19079	cdd		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000182087|UniProtKB:P0ABF6|TAIR:locus:2050429|MGI:MGI:1919519|UniProtKB:P32320	C	Cytidine deaminase	UniProtKB:P19079|PTN000182166	protein	NCBITaxon:224308	20230602	GO_Central			cytosol
UniProtKB	P19079	cdd		GO:0009972	GO_REF:0000033	IBA	PANTHER:PTN000182087|UniProtKB:P32320|TAIR:locus:2050429|UniProtKB:P0ABF6|RGD:1311101|UniProtKB:P9WPH3	P	Cytidine deaminase	UniProtKB:P19079|PTN000182166	protein	NCBITaxon:224308	20200929	GO_Central			cytidine deamination
UniProtKB	P19079	cdd		GO:0004126	GO_REF:0000033	IBA	PANTHER:PTN000182087|UniProtKB:P0ABF6|WB:WBGene00000392|UniProtKB:P32320|TAIR:locus:2050429|RGD:1311101|UniProtKB:P9WPH3|SGD:S000004235|MGI:MGI:1919519	F	Cytidine deaminase	UniProtKB:P19079|PTN000182166	protein	NCBITaxon:224308	20210904	GO_Central			cytidine deaminase activity
UniProtKB	P19079	cdd		GO:0008270	GO_REF:0000033	IBA	PANTHER:PTN000182087|UniProtKB:P9WPH3|UniProtKB:P0ABF6|TAIR:locus:2050429|UniProtKB:P32320	F	Cytidine deaminase	UniProtKB:P19079|PTN000182166	protein	NCBITaxon:224308	20170228	GO_Central			zinc ion binding
UniProtKB	O06999	yvdR		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN001254638|UniProtKB:P69212|UniProtKB:P23895|UniProtKB:P9WGF1|UniProtKB:P69210|UniProtKB:P69937	P	Uncharacterized membrane protein YvdR	UniProtKB:O06999|PTN001254661	protein	NCBITaxon:224308	20201001	GO_Central			transmembrane transport
UniProtKB	O06999	yvdR		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN001254638|UniProtKB:P69212|UniProtKB:P76474|UniProtKB:P23895|UniProtKB:P9WGF1|UniProtKB:Q47377|UniProtKB:P69210	F	Uncharacterized membrane protein YvdR	UniProtKB:O06999|PTN001254661	protein	NCBITaxon:224308	20230603	GO_Central			transmembrane transporter activity
UniProtKB	O06994	malL		GO:0004556	GO_REF:0000033	IBA	PANTHER:PTN000040102|UniProtKB:Q8A1G3	F	Oligo-1,6-glucosidase 1	UniProtKB:O06994|PTN000040268	protein	NCBITaxon:224308	20180306	GO_Central			alpha-amylase activity
UniProtKB	O06994	malL		GO:0009313	GO_REF:0000033	IBA	PANTHER:PTN000040102|SGD:S000003752|SGD:S000003524|CGD:CAL0000190188|SGD:S000003757|SGD:S000005517|SGD:S000000503|UniProtKB:P28904|SGD:S000003519|CGD:CAL0000194458|SGD:S000001434	P	Oligo-1,6-glucosidase 1	UniProtKB:O06994|PTN000040268	protein	NCBITaxon:224308	20221006	GO_Central			oligosaccharide catabolic process
UniProtKB	O06993	mdxK		GO:0004553	GO_REF:0000033	IBA	PANTHER:PTN000114491|SGD:S000006230|UniProtKB:P78617|UniProtKB:Q32M88|CGD:CAL0000186706|UniProtKB:F1NZI4	F	Maltose phosphorylase	UniProtKB:O06993|PTN000114538	protein	NCBITaxon:224308	20210529	GO_Central			hydrolase activity, hydrolyzing O-glycosyl compounds
UniProtKB	O06993	mdxK		GO:0005975	GO_REF:0000033	IBA	PANTHER:PTN000114491|UniProtKB:Q32M88|UniProtKB:P78617|SGD:S000006230|UniProtKB:F1NZI4|CGD:CAL0000186706	P	Maltose phosphorylase	UniProtKB:O06993|PTN000114538	protein	NCBITaxon:224308	20200807	GO_Central			carbohydrate metabolic process
UniProtKB	O06991	mdxG		GO:0015768	GO_REF:0000033	IBA	PANTHER:PTN000789937|UniProtKB:P68183	P	Maltodextrin transport system permease protein MdxG	UniProtKB:O06991|PTN000789939	protein	NCBITaxon:224308	20170228	GO_Central			maltose transport
UniProtKB	O06991	mdxG		GO:0042956	GO_REF:0000033	IBA	PANTHER:PTN000789937|UniProtKB:P68183	P	Maltodextrin transport system permease protein MdxG	UniProtKB:O06991|PTN000789939	protein	NCBITaxon:224308	20170228	GO_Central			maltodextrin transmembrane transport
UniProtKB	O06991	mdxG		GO:0015423	GO_REF:0000033	IBA	PANTHER:PTN000789937|UniProtKB:P68183	F	Maltodextrin transport system permease protein MdxG	UniProtKB:O06991|PTN000789939	protein	NCBITaxon:224308	20170228	GO_Central			ABC-type maltose transporter activity
UniProtKB	O06990	mdxF		GO:0015423	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	F	Maltodextrin transport system permease protein MdxF	UniProtKB:O06990|PTN000789707	protein	NCBITaxon:224308	20170228	GO_Central			ABC-type maltose transporter activity
UniProtKB	O06990	mdxF		GO:0042956	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	P	Maltodextrin transport system permease protein MdxF	UniProtKB:O06990|PTN000789707	protein	NCBITaxon:224308	20180413	GO_Central			maltodextrin transmembrane transport
UniProtKB	O06990	mdxF		GO:1990060	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	C	Maltodextrin transport system permease protein MdxF	UniProtKB:O06990|PTN000789707	protein	NCBITaxon:224308	20170228	GO_Central			maltose transport complex
UniProtKB	O06989	mdxE		GO:0015768	GO_REF:0000033	IBA	PANTHER:PTN001247679|UniProtKB:P0AEX9	P	Maltodextrin-binding protein MdxE	UniProtKB:O06989|PTN000789615	protein	NCBITaxon:224308	20190829	GO_Central			maltose transport
UniProtKB	O06989	mdxE		GO:0042956	GO_REF:0000033	IBA	PANTHER:PTN001247679|UniProtKB:P0AEX9	P	Maltodextrin-binding protein MdxE	UniProtKB:O06989|PTN000789615	protein	NCBITaxon:224308	20190829	GO_Central			maltodextrin transmembrane transport
UniProtKB	O06989	mdxE		GO:1901982	GO_REF:0000033	IBA	PANTHER:PTN001247679|UniProtKB:P0AEX9	F	Maltodextrin-binding protein MdxE	UniProtKB:O06989|PTN000789615	protein	NCBITaxon:224308	20190829	GO_Central			maltose binding
UniProtKB	O06989	mdxE		GO:0055052	GO_REF:0000033	IBA	PANTHER:PTN001247679|UniProtKB:P0AEX9	C	Maltodextrin-binding protein MdxE	UniProtKB:O06989|PTN000789615	protein	NCBITaxon:224308	20190829	GO_Central			ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing
UniProtKB	O06987	yvdE		GO:0003700	GO_REF:0000033	IBA	PANTHER:PTN001248758|UniProtKB:P03023|UniProtKB:P0ACI3|UniProtKB:Q9I1F6|UniProtKB:P25144|UniProtKB:P18811|UniProtKB:P36673|UniProtKB:P24242|UniProtKB:P0ACP7|UniProtKB:Q8EBJ8|UniProtKB:P0ACQ0	F	Uncharacterized HTH-type transcriptional regulator YvdE	UniProtKB:O06987|PTN001248772	protein	NCBITaxon:224308	20190822	GO_Central			DNA-binding transcription factor activity
UniProtKB	O06987	yvdE		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN001248758|UniProtKB:P18811|UniProtKB:P03024|UniProtKB:P0ACI3|UniProtKB:P03023|UniProtKB:P77615|UniProtKB:P0ACN7|UniProtKB:P36673|UniProtKB:P0ACP5|UniProtKB:P25144|UniProtKB:P0ACP1|UniProtKB:Q2G295|UniProtKB:P06846|UniProtKB:P0ACQ0|UniProtKB:Q8EBJ8|UniProtKB:P0ACP7|UniProtKB:P25748|UniProtKB:G3XD97|UniProtKB:Q8P5C9|UniProtKB:P24242	P	Uncharacterized HTH-type transcriptional regulator YvdE	UniProtKB:O06987|PTN001248772	protein	NCBITaxon:224308	20230603	GO_Central			regulation of DNA-templated transcription
UniProtKB	O06987	yvdE		GO:0000976	GO_REF:0000033	IBA	PANTHER:PTN001248758|UniProtKB:P18811|UniProtKB:P25144|UniProtKB:P0ACP1|UniProtKB:P03023|UniProtKB:P0ACQ0|UniProtKB:P77615|UniProtKB:Q8EBJ8|UniProtKB:P0ACN7	F	Uncharacterized HTH-type transcriptional regulator YvdE	UniProtKB:O06987|PTN001248772	protein	NCBITaxon:224308	20211112	GO_Central			transcription cis-regulatory region binding
UniProtKB	O06986	yvdD		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000774712|UniProtKB:Q8L8B8|TAIR:locus:2828223|TAIR:locus:2143029|TAIR:locus:2164280|TAIR:locus:2132821|TAIR:locus:2039175|TAIR:locus:2084051	C	LOG family protein YvdD	UniProtKB:O06986|PTN000775227	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O06986	yvdD		GO:0009691	GO_REF:0000033	IBA	PANTHER:PTN000774712|TAIR:locus:2143029|TAIR:locus:2828223|UniProtKB:Q5ZC82|UniProtKB:Q8L8B8|TAIR:locus:2084051|TAIR:locus:2039175|UniProtKB:O05306|TAIR:locus:2132821|TAIR:locus:2164280	P	LOG family protein YvdD	UniProtKB:O06986|PTN000775227	protein	NCBITaxon:224308	20220924	GO_Central			cytokinin biosynthetic process
UniProtKB	O06986	yvdD		GO:0016799	GO_REF:0000033	IBA	PANTHER:PTN000774712|UniProtKB:P48636|TAIR:locus:2143029|TAIR:locus:2828223|UniProtKB:Q8L8B8|TAIR:locus:2084051|TAIR:locus:2039175|UniProtKB:O05306|TAIR:locus:2132821|TAIR:locus:2164280	F	LOG family protein YvdD	UniProtKB:O06986|PTN000775227	protein	NCBITaxon:224308	20220924	GO_Central			hydrolase activity, hydrolyzing N-glycosyl compounds
UniProtKB	O06984	yvdB		GO:0015183	GO_REF:0000033	IBA	PANTHER:PTN001721298|UniProtKB:P0AFR2	F	Putative sulfate transporter YvdB	UniProtKB:O06984|PTN000212478	protein	NCBITaxon:224308	20170228	GO_Central			L-aspartate transmembrane transporter activity
UniProtKB	O06984	yvdB		GO:0015138	GO_REF:0000033	IBA	PANTHER:PTN001721298|UniProtKB:P0AFR2	F	Putative sulfate transporter YvdB	UniProtKB:O06984|PTN000212478	protein	NCBITaxon:224308	20170228	GO_Central			fumarate transmembrane transporter activity
UniProtKB	O06984	yvdB		GO:0071422	GO_REF:0000033	IBA	PANTHER:PTN001721298|UniProtKB:P0AFR2	P	Putative sulfate transporter YvdB	UniProtKB:O06984|PTN000212478	protein	NCBITaxon:224308	20200929	GO_Central			succinate transmembrane transport
UniProtKB	O06984	yvdB		GO:0015141	GO_REF:0000033	IBA	PANTHER:PTN001721298|UniProtKB:P0AFR2	F	Putative sulfate transporter YvdB	UniProtKB:O06984|PTN000212478	protein	NCBITaxon:224308	20170228	GO_Central			succinate transmembrane transporter activity
UniProtKB	O06984	yvdB		GO:0015741	GO_REF:0000033	IBA	PANTHER:PTN001721298|UniProtKB:P0AFR2	P	Putative sulfate transporter YvdB	UniProtKB:O06984|PTN000212478	protein	NCBITaxon:224308	20200929	GO_Central			fumarate transport
UniProtKB	O06980	yvcR		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P9WQL7	F	Uncharacterized ABC transporter ATP-binding protein YvcR	UniProtKB:O06980|PTN000656663	protein	NCBITaxon:224308	20210531	GO_Central			transmembrane transporter activity
UniProtKB	O06980	yvcR		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P33593|UniProtKB:P33916|UniProtKB:P9WQL7	P	Uncharacterized ABC transporter ATP-binding protein YvcR	UniProtKB:O06980|PTN000656663	protein	NCBITaxon:224308	20200809	GO_Central			transmembrane transport
UniProtKB	O06980	yvcR		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P0A9R7|UniProtKB:P75957|UniProtKB:P33916|UniProtKB:O34814|UniProtKB:O05779	C	Uncharacterized ABC transporter ATP-binding protein YvcR	UniProtKB:O06980|PTN000656663	protein	NCBITaxon:224308	20231109	GO_Central			plasma membrane
UniProtKB	O06979	yvcQ		GO:0046777	GO_REF:0000033	IBA	PANTHER:PTN001976860|UniProtKB:P9WGK5	P	Sensor histidine kinase YvcQ	UniProtKB:O06979|PTN000703801	protein	NCBITaxon:224308	20231109	GO_Central			protein autophosphorylation
UniProtKB	O06979	yvcQ		GO:0000155	GO_REF:0000033	IBA	PANTHER:PTN001976860|UniProtKB:Q9I3B1|UniProtKB:Q9HYX0	F	Sensor histidine kinase YvcQ	UniProtKB:O06979|PTN000703801	protein	NCBITaxon:224308	20180504	GO_Central			phosphorelay sensor kinase activity
UniProtKB	O06979	yvcQ		GO:0009927	GO_REF:0000033	IBA	PANTHER:PTN001976860|SGD:S000001409|UniProtKB:P39838	F	Sensor histidine kinase YvcQ	UniProtKB:O06979|PTN000703801	protein	NCBITaxon:224308	20200810	GO_Central			histidine phosphotransfer kinase activity
UniProtKB	O06975	whiA		GO:0043937	GO_REF:0000033	IBA	PANTHER:PTN002203643|UniProtKB:Q9Z515	P	Probable cell division protein WhiA	UniProtKB:O06975|PTN002203657	protein	NCBITaxon:224308	20170228	GO_Central			regulation of sporulation
UniProtKB	O06967	bmrA		GO:0034040	GO_REF:0000033	IBA	PANTHER:PTN000657720|UniProtKB:P60752	F	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA	UniProtKB:O06967|PTN000657724	protein	NCBITaxon:224308	20170228	GO_Central			ATPase-coupled lipid transmembrane transporter activity
UniProtKB	O06967	bmrA		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000657189|TAIR:locus:2097978|MGI:MGI:97570|UniProtKB:O53645|UniProtKB:Q9NP58|UniProtKB:Q03518|PomBase:SPCC663.03|UniProtKB:Q9FNU2|UniProtKB:Q03519|UniProtKB:O75027|WB:WBGene00001811|UniProtKB:Q2M3G0|PomBase:SPCC737.09c|TAIR:locus:2057961|PomBase:SPBC25B2.02c|UniProtKB:P29018|RGD:619930|TAIR:locus:2041434|SGD:S000004916|UniProtKB:Q9NUT2|UniProtKB:P08183|WB:WBGene00001815|UniProtKB:O95342	P	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA	UniProtKB:O06967|PTN000657724	protein	NCBITaxon:224308	20231109	GO_Central			transmembrane transport
UniProtKB	O06746	yitK		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000767160|UniProtKB:P0A8E7	C	UPF0234 protein yitk	UniProtKB:O06746|PTN000767161	protein	NCBITaxon:224308	20190116	GO_Central			cytosol
UniProtKB	O06746	yitK		GO:0000166	GO_REF:0000033	IBA	PANTHER:PTN000767160|UniProtKB:P0A8E7	F	UPF0234 protein yitk	UniProtKB:O06746|PTN000767161	protein	NCBITaxon:224308	20190116	GO_Central			nucleotide binding
UniProtKB	O06745	yitJ		GO:0008705	GO_REF:0000033	IBA	PANTHER:PTN002501322|RGD:621283|MGI:MGI:894292|UniProtKB:Q99707|UniProtKB:P13009	F	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	UniProtKB:O06745|PTN000473184	protein	NCBITaxon:224308	20170228	GO_Central			methionine synthase activity
UniProtKB	O06745	yitJ		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN002501322|UniProtKB:Q99707|UniProtKB:P13009	C	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	UniProtKB:O06745|PTN000473184	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O06745	yitJ		GO:0009086	GO_REF:0000033	IBA	PANTHER:PTN002501322|RGD:621283|MGI:MGI:894292|UniProtKB:Q99707|UniProtKB:P13009	P	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	UniProtKB:O06745|PTN000473184	protein	NCBITaxon:224308	20211210	GO_Central			methionine biosynthetic process
UniProtKB	O06744	yitI		GO:0008080	GO_REF:0000033	IBA	PANTHER:PTN001000790|UniProtKB:Q5AHF9|UniProtKB:Q5U9F2|UniProtKB:Q4WCU5|SGD:S000001877|RGD:1563144|UniProtKB:A0A1P8B7P8|TAIR:locus:2143226|MGI:MGI:1858963	F	Uncharacterized N-acetyltransferase YitI	UniProtKB:O06744|PTN002297564	protein	NCBITaxon:224308	20220923	GO_Central			N-acetyltransferase activity
UniProtKB	O06741	yitF		GO:0016052	GO_REF:0000033	IBA	PANTHER:PTN001789981|UniProtKB:Q8P3K2|UniProtKB:Q7L5Y1|UniProtKB:Q8ZL58|UniProtKB:Q97U96	P	Putative isomerase YitF	UniProtKB:O06741|PTN000350970	protein	NCBITaxon:224308	20230406	GO_Central			carbohydrate catabolic process
UniProtKB	O06741	yitF		GO:0000287	GO_REF:0000033	IBA	PANTHER:PTN001789981|UniProtKB:Q8P3K2|UniProtKB:Q7L5Y1|UniProtKB:Q97U96	F	Putative isomerase YitF	UniProtKB:O06741|PTN000350970	protein	NCBITaxon:224308	20200507	GO_Central			magnesium ion binding
UniProtKB	O06741	yitF		GO:0016836	GO_REF:0000033	IBA	PANTHER:PTN001789981|UniProtKB:P77215|UniProtKB:Q97U96|UniProtKB:Q8ZL58|UniProtKB:Q7L5Y1|UniProtKB:Q8P3K2	F	Putative isomerase YitF	UniProtKB:O06741|PTN000350970	protein	NCBITaxon:224308	20200507	GO_Central			hydro-lyase activity
UniProtKB	O06738	comB		GO:0050545	GO_REF:0000033	IBA	PANTHER:PTN002203706|UniProtKB:Q58540	F	Probable 2-phosphosulfolactate phosphatase	UniProtKB:O06738|PTN002203721	protein	NCBITaxon:224308	20170228	GO_Central			sulfopyruvate decarboxylase activity
UniProtKB	O06737	cysH1		GO:0004604	GO_REF:0000033	IBA	PANTHER:PTN000591370|UniProtKB:P56859|SGD:S000006371|UniProtKB:P17854	F	Adenosine 5'-phosphosulfate reductase 2	UniProtKB:O06737|PTN000591449	protein	NCBITaxon:224308	20200810	GO_Central			phosphoadenylyl-sulfate reductase (thioredoxin) activity
UniProtKB	O06737	cysH1		GO:0019379	GO_REF:0000033	IBA	PANTHER:PTN000591370|SGD:S000006371|UniProtKB:P17854	P	Adenosine 5'-phosphosulfate reductase 2	UniProtKB:O06737|PTN000591449	protein	NCBITaxon:224308	20180816	GO_Central			sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
UniProtKB	O06735	yisZ		GO:0004020	GO_REF:0000033	IBA	PANTHER:PTN000114732|MGI:MGI:1330223|MGI:MGI:1330587|TAIR:locus:2158626|UniProtKB:P9WNM5|UniProtKB:O43252|SGD:S000001484|TAIR:locus:2046901|TAIR:locus:2079379|UniProtKB:P0A6J1|TAIR:locus:2140005	F	Probable adenylyl-sulfate kinase	UniProtKB:O06735|PTN000114735	protein	NCBITaxon:224308	20231108	GO_Central			adenylylsulfate kinase activity
UniProtKB	O06730	yisU		GO:0015171	GO_REF:0000033	IBA	PANTHER:PTN008624050|UniProtKB:P0AG38|UniProtKB:P76249|UniProtKB:P0AG34|UniProtKB:P11667	F	Putative amino-acid transporter YisU	UniProtKB:O06730|PTN001247915	protein	NCBITaxon:224308	20211112	GO_Central			amino acid transmembrane transporter activity
UniProtKB	O06730	yisU		GO:0006865	GO_REF:0000033	IBA	PANTHER:PTN008624050|UniProtKB:P38101|UniProtKB:P0AG38|UniProtKB:P76249|UniProtKB:P11667|UniProtKB:P0AG34	P	Putative amino-acid transporter YisU	UniProtKB:O06730|PTN001247915	protein	NCBITaxon:224308	20211112	GO_Central			amino acid transport
UniProtKB	O06728	yisP		GO:0016767	GO_REF:0000033	IBA	PANTHER:PTN000770577|UniProtKB:P37295|UniProtKB:P37271|UniProtKB:B6UV92|UniProtKB:P37294|UniProtKB:Q6EI12|UniProtKB:Q5Z5B7|UniProtKB:B0KZ40|UniProtKB:Q2QLV9	F	Putative phytoene/squalene synthase YisP	UniProtKB:O06728|PTN001266717	protein	NCBITaxon:224308	20200809	GO_Central			geranylgeranyl-diphosphate geranylgeranyltransferase activity
UniProtKB	O06724	yisK		GO:0018773	GO_REF:0000033	IBA	PANTHER:PTN000214041|UniProtKB:Q6P587	F	Uncharacterized protein YisK	UniProtKB:O06724|PTN000214268	protein	NCBITaxon:224308	20190221	GO_Central			acetylpyruvate hydrolase activity
UniProtKB	O06493	opuE		GO:0015824	GO_REF:0000033	IBA	PANTHER:PTN001371338|UniProtKB:P10502|UniProtKB:P07117	P	Osmoregulated proline transporter OpuE	UniProtKB:O06493|PTN000213755	protein	NCBITaxon:224308	20221130	GO_Central			proline transport
UniProtKB	O06493	opuE		GO:0005298	GO_REF:0000033	IBA	PANTHER:PTN001371338|UniProtKB:P07117	F	Osmoregulated proline transporter OpuE	UniProtKB:O06493|PTN000213755	protein	NCBITaxon:224308	20170228	GO_Central			proline:sodium symporter activity
UniProtKB	O06493	opuE		GO:0015193	GO_REF:0000033	IBA	PANTHER:PTN001371338|UniProtKB:P94392|UniProtKB:Q9I5F5	F	Osmoregulated proline transporter OpuE	UniProtKB:O06493|PTN000213755	protein	NCBITaxon:224308	20221130	GO_Central			L-proline transmembrane transporter activity
UniProtKB	O06493	opuE		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN005155964|UniProtKB:P32705|UniProtKB:P16256	P	Osmoregulated proline transporter OpuE	UniProtKB:O06493|PTN000213755	protein	NCBITaxon:224308	20221130	GO_Central			transmembrane transport
UniProtKB	O06492	gatC		GO:0050567	GO_REF:0000033	IBA	PANTHER:PTN000385050|UniProtKB:O43716	F	Glutamyl-tRNA(Gln) amidotransferase subunit C	UniProtKB:O06492|PTN000385083	protein	NCBITaxon:224308	20200313	GO_Central			glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
UniProtKB	O06492	gatC		GO:0070681	GO_REF:0000033	IBA	PANTHER:PTN000385050|UniProtKB:O43716	P	Glutamyl-tRNA(Gln) amidotransferase subunit C	UniProtKB:O06492|PTN000385083	protein	NCBITaxon:224308	20200313	GO_Central			glutaminyl-tRNAGln biosynthesis via transamidation
UniProtKB	O06489	yetM		GO:0004497	GO_REF:0000033	IBA	PANTHER:PTN002492679|UniProtKB:Q9HWG9	F	Putative oxidoreductase YetM	UniProtKB:O06489|PTN000350387	protein	NCBITaxon:224308	20180817	GO_Central			monooxygenase activity
UniProtKB	O06481	yfnC		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN001921375|UniProtKB:P52067	C	Uncharacterized MFS-type transporter YfnC	UniProtKB:O06481|PTN000605771	protein	NCBITaxon:224308	20230517	GO_Central			plasma membrane
UniProtKB	P54718	yfiB		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000657189|TAIR:locus:2097978|MGI:MGI:97570|UniProtKB:O53645|UniProtKB:Q9NP58|UniProtKB:Q03518|PomBase:SPCC663.03|UniProtKB:Q9FNU2|UniProtKB:Q03519|UniProtKB:O75027|WB:WBGene00001811|UniProtKB:Q2M3G0|PomBase:SPCC737.09c|TAIR:locus:2057961|PomBase:SPBC25B2.02c|UniProtKB:P29018|RGD:619930|TAIR:locus:2041434|SGD:S000004916|UniProtKB:Q9NUT2|UniProtKB:P08183|WB:WBGene00001815|UniProtKB:O95342	P	Uncharacterized ABC transporter ATP-binding protein YfiB	UniProtKB:P54718|PTN001542703	protein	NCBITaxon:224308	20231109	GO_Central			transmembrane transport
UniProtKB	P54718	yfiB		GO:0042626	GO_REF:0000033	IBA	PANTHER:PTN000657189|PomBase:SPCC663.03|UniProtKB:Q03518|UniProtKB:Q9NP58|MGI:MGI:97570|ZFIN:ZDB-GENE-080204-52|UniProtKB:Q03519|UniProtKB:O75027|MGI:MGI:98483|PomBase:SPCC737.09c|FB:FBgn0004513|CGD:CAL0000187443|UniProtKB:B8K1W2|PomBase:SPBC25B2.02c|UniProtKB:P21439|TAIR:locus:2041434|UniProtKB:P29018|RGD:619930|MGI:MGI:1921354|SGD:S000004916|UniProtKB:Q9NP78|UniProtKB:P60752|UniProtKB:O95342|UniProtKB:P08183	F	Uncharacterized ABC transporter ATP-binding protein YfiB	UniProtKB:P54718|PTN001542703	protein	NCBITaxon:224308	20221008	GO_Central			ATPase-coupled transmembrane transporter activity
UniProtKB	P54720	catD		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN002125262|UniProtKB:P42619|UniProtKB:P0AD47	C	Putative oxidoreductase CatD	UniProtKB:P54720|PTN002125312	protein	NCBITaxon:224308	20180110	GO_Central			plasma membrane
UniProtKB	P55180	galE		GO:0033499	GO_REF:0000033	IBA	PANTHER:PTN000041817|UniProtKB:P09147|SGD:S000000223|MGI:MGI:1921496	P	UDP-glucose 4-epimerase	UniProtKB:P55180|PTN000041923	protein	NCBITaxon:224308	20220925	GO_Central			galactose catabolic process via UDP-galactose
UniProtKB	P55180	galE		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000041817|TAIR:locus:2010371|UniProtKB:P09147|SGD:S000000223|TAIR:locus:2138121	C	UDP-glucose 4-epimerase	UniProtKB:P55180|PTN000041923	protein	NCBITaxon:224308	20230604	GO_Central			cytosol
UniProtKB	P55180	galE		GO:0003978	GO_REF:0000033	IBA	PANTHER:PTN000041817|TAIR:locus:2123466|TAIR:locus:2015253|PomBase:SPBC365.14c|PomBase:SPBPB2B2.12c|UniProtKB:C8VAU8|UniProtKB:P09147|UniProtKB:Q4WV46|CGD:CAL0000174041|MGI:MGI:1921496|TAIR:locus:2138121|UniProtKB:Q4WX18|SGD:S000000223|FB:FBgn0035147|TAIR:locus:2010371|TAIR:locus:2014235|WB:WBGene00008132|UniProtKB:Q14376	F	UDP-glucose 4-epimerase	UniProtKB:P55180|PTN000041923	protein	NCBITaxon:224308	20220925	GO_Central			UDP-glucose 4-epimerase activity
UniProtKB	P55179	pepT		GO:0045148	GO_REF:0000033	IBA	PANTHER:PTN000110844|UniProtKB:P29745	F	Peptidase T	UniProtKB:P55179|PTN000110845	protein	NCBITaxon:224308	20170228	GO_Central			tripeptide aminopeptidase activity
UniProtKB	P55179	pepT		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000110844|UniProtKB:P29745	C	Peptidase T	UniProtKB:P55179|PTN000110845	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	P55069	citM		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000031793|RGD:631374|RGD:61919|SGD:S000003734|RGD:61920|UniProtKB:Q8WWT9|UniProtKB:Q13183|SGD:S000000633|UniProtKB:Q86YT5|FB:FBgn0036816	C	Mg(2+)/citrate complex secondary transporter	UniProtKB:P55069|PTN000032055	protein	NCBITaxon:224308	20230926	GO_Central			plasma membrane
UniProtKB	P55069	citM		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN000031793|WB:WBGene00003518|SGD:S000000633|UniProtKB:Q13183|UniProtKB:Q8WWT9|RGD:61920|SGD:S000003734|RGD:61919|TAIR:locus:2168988|MGI:MGI:1276558|SGD:S000005296|UniProtKB:Q9BZW2|WB:WBGene00003519|ZFIN:ZDB-GENE-031222-3|MGI:MGI:1859937|MGI:MGI:3037150|MGI:MGI:2149635|RGD:631374|UniProtKB:Q9UKG4|FB:FBgn0036816|RGD:628786|UniProtKB:Q86YT5|WB:WBGene00003517	F	Mg(2+)/citrate complex secondary transporter	UniProtKB:P55069|PTN000032055	protein	NCBITaxon:224308	20230926	GO_Central			transmembrane transporter activity
