,imodulon,annotation,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,kegg_id,pathway_name,module_name,value
47,SigB-1,,2.7464945918465353e-65,7.854974532681091e-63,0.8867924528301887,0.31125827814569534,0.4607843137254901,47.0,151.0,53.0,,,,,general stress proteins (controlled by SigB)
48,SigB-1,,2.7034048022531993e-35,3.8658688672220746e-33,0.8867924528301887,0.08047945205479452,0.14756671899529042,47.0,656.0,53.0,,,,,coping with stress
49,SigB-1,,2.244265073921763e-19,2.1395327038054138e-17,0.8867924528301887,0.036776212832550864,0.07062359128474832,47.0,1414.0,53.0,,,,,Lifestyles
50,PyrR,,1.160676522465569e-22,3.319534854251527e-20,1.0,0.45,0.6206896551724138,9.0,20.0,9.0,,,,,biosynthesis/ acquisition of pyrimidine nucleotides
51,PyrR,,2.55783718514343e-17,3.657707174755105e-15,1.0,0.13636363636363635,0.24000000000000002,9.0,67.0,9.0,,,,,biosynthesis/ acquisition of nucleotides
52,PyrR,,2.2692944197254064e-15,2.163394013471554e-13,1.0,0.08490566037735849,0.15652173913043477,9.0,107.0,9.0,,,,,nucleotide metabolism
53,PyrR,,5.238448451616675e-06,0.0003745490642905923,1.0,0.008014247551202136,0.015901060070671377,9.0,1206.0,9.0,,,,,Metabolism
54,SigV,,4.1770951159177375e-12,1.194649203152473e-09,0.5238095238095238,0.08270676691729323,0.14285714285714282,11.0,133.0,21.0,,,,,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)"
55,SigV,,3.1517820069422823e-07,4.5070482699274635e-05,0.6190476190476191,0.02226027397260274,0.04297520661157024,13.0,656.0,21.0,,,,,coping with stress
56,SigV,,8.585723038062331e-05,0.008185055962952756,0.7142857142857143,0.011737089201877934,0.02309468822170901,15.0,1414.0,21.0,,,,,Lifestyles
57,CodY,,1.1811792051795107e-30,3.3781725268134008e-28,0.3150684931506849,0.5111111111111111,0.3898305084745763,23.0,45.0,73.0,,,,,utilization of nitrogen sources other than amino acids
58,CodY,,8.180421535810641e-24,1.1698002796209218e-21,0.2054794520547945,0.75,0.32258064516129037,15.0,20.0,73.0,,,,,utilization of peptides
59,CodY,,2.439649355829347e-22,2.3257990525573105e-20,0.4520547945205479,0.12992125984251968,0.20183486238532106,33.0,279.0,73.0,,,,,amino acid/ nitrogen metabolism
60,CodY,,1.3162093742418918e-14,9.410897025829527e-13,0.3287671232876712,0.11374407582938388,0.16901408450704222,24.0,211.0,73.0,,,,,ABC transporters
61,CodY,,4.802728688300744e-14,2.7471608097080254e-12,0.4383561643835616,0.07322654462242563,0.12549019607843137,32.0,437.0,73.0,,,,,transporters
62,CodY,,2.061409884340748e-11,9.82605378202423e-10,0.6301369863013698,0.04096170970614425,0.07692307692307691,46.0,1206.0,73.0,,,,,Metabolism
63,CodY,,8.660953639067275e-11,3.5386182011046296e-09,0.4657534246575342,0.05263157894736842,0.09457579972183587,34.0,726.0,73.0,,,,,Cellular processes
64,CodY,,2.0073295331762123e-07,7.176203081104959e-06,0.0821917808219178,0.35294117647058826,0.13333333333333333,6.0,24.0,73.0,,,,,utilization of amino sugars
65,CodY,,1.823933160989077e-05,0.0005796054267143066,0.0410958904109589,0.75,0.07792207792207792,3.0,4.0,73.0,,,,,utilization of proline
66,CodY,,3.0452767953921702e-05,0.0008709491634821606,0.1095890410958904,0.10666666666666667,0.1081081081081081,8.0,75.0,73.0,,,,,utilization of amino acids
67,CodY,,0.00010333921169296345,0.0026868195040170495,0.0684931506849315,0.1724137931034483,0.09803921568627451,5.0,29.0,73.0,,,,,biosynthesis/ acquisition of purine nucleotides
68,CodY,,0.000380136721729506,0.009059925201219893,0.4383561643835616,0.0292772186642269,0.0548885077186964,32.0,1093.0,73.0,,,,,membrane proteins
69,CodY,,0.0006241372280943592,0.013731019018075902,0.0684931506849315,0.11904761904761904,0.08695652173913043,5.0,81.0,73.0,,,,,phosphorelay
70,CodY,,0.0016729310830099645,0.03417559212434642,0.0684931506849315,0.09615384615384616,0.08000000000000002,5.0,104.0,73.0,,,,,genetic competence
71,CodY,,0.001877319164771556,0.03579421874164433,0.0958904109589041,0.0660377358490566,0.0782122905027933,7.0,107.0,73.0,,,,,nucleotide metabolism
72,CodY,,0.002647107737644163,0.047317050810389415,0.0410958904109589,0.17647058823529413,0.06666666666666667,3.0,17.0,73.0,,,,,biosynthesis/ acquisition of branched-chain amino acids
73,CodY,,0.0047921510344709935,0.08062089387404142,0.0684931506849315,0.07575757575757576,0.07194244604316546,5.0,67.0,73.0,,,,,biosynthesis/ acquisition of nucleotides
74,ManR,,1.1872408479398622e-09,3.395508825108006e-07,0.75,0.75,0.75,3.0,4.0,4.0,,,,,utilization of mannose
75,ManR,,0.0005707521496408559,0.08161755739864239,0.75,0.013043478260869565,0.025641025641025637,3.0,239.0,4.0,,,,,utilization of specific carbon sources
76,CymR-1,,3.3262596070228495e-14,9.51310247608535e-12,0.27586206896551724,0.47058823529411764,0.34782608695652173,8.0,17.0,29.0,,,,,biosynthesis/ acquisition of cysteine
77,CymR-1,,3.7493670676759037e-07,5.3615949067765424e-05,0.3103448275862069,0.058823529411764705,0.0989010989010989,9.0,154.0,29.0,,,,,biosynthesis/ acquisition of amino acids
78,CymR-1,,2.116026777458826e-06,0.0002017278861177414,0.13793103448275862,0.26666666666666666,0.18181818181818182,4.0,15.0,29.0,,,,,sulfur metabolism
79,CymR-1,,2.557266391445456e-05,0.001828445469883501,0.3103448275862069,0.03543307086614173,0.0636042402826855,9.0,279.0,29.0,,,,,amino acid/ nitrogen metabolism
80,CymR-1,,0.00024445148047889573,0.013982624683392834,0.10344827586206896,0.15789473684210525,0.125,3.0,19.0,29.0,,,,,biosynthesis of heme/ siroheme
81,CymR-1,,0.00075130401355655,0.035812157979528886,0.5517241379310345,0.014247551202137132,0.027777777777777776,16.0,1206.0,29.0,,,,,Metabolism
82,RhgR,,3.414974512331757e-18,9.766827105268824e-16,0.09375,0.9230769230769231,0.1702127659574468,12.0,13.0,128.0,,,,,utilization of pectin
83,RhgR,,4.916031779591391e-15,7.029925444815689e-13,0.2578125,0.14347826086956522,0.18435754189944134,33.0,239.0,128.0,,,,,utilization of specific carbon sources
84,RhgR,,2.442151400420869e-12,2.328184335067895e-10,0.2578125,0.11619718309859155,0.16019417475728154,33.0,299.0,128.0,,,,,carbon metabolism
85,RhgR,,1.8837009320260663e-10,1.3468461663986374e-08,0.1171875,0.23809523809523808,0.15706806282722513,15.0,63.0,128.0,,,,,Skin element
86,RhgR,,1.0492489056848818e-05,0.0006001703740517524,0.03125,0.6666666666666666,0.05970149253731343,4.0,6.0,128.0,,,,,utilization of glucarate/galactarate
87,RhgR,,4.674686484917053e-05,0.0022282672244771286,0.03125,0.5,0.058823529411764705,4.0,8.0,128.0,,,,,utilization of glucomannan
88,RhgR,,7.057530763465203e-05,0.002883505426215783,0.0390625,0.3125,0.06944444444444445,5.0,16.0,128.0,,,,,utilization of hexuronate 
89,RhgR,,0.0002424886730022457,0.008668970059830283,0.0234375,0.6,0.045112781954887216,3.0,5.0,128.0,,,,,germination/ based on similarity
90,RhgR,,0.00028792519687293903,0.009149622922851174,0.15625,0.06872852233676977,0.0954653937947494,20.0,291.0,128.0,,,,,prophages
91,RhgR,,0.00051235348181861,0.014653309580012245,0.15625,0.06578947368421052,0.09259259259259259,20.0,304.0,128.0,,,,,Prophages and mobile genetic elements
92,RhgR,,0.0018578844668102903,0.04830499613706754,0.1875,0.05491990846681922,0.08495575221238938,24.0,437.0,128.0,,,,,transporters
93,RhgR,,0.0034715098006453757,0.08273765024871478,0.109375,0.06635071090047394,0.08259587020648967,14.0,211.0,128.0,,,,,ABC transporters
94,RhgR,,0.003983986667960386,0.08764770669512849,0.046875,0.11538461538461539,0.06666666666666667,6.0,104.0,128.0,,,,,genetic competence
95,RhgR,,0.00458024273125552,0.09356781579564848,0.0234375,0.25,0.04285714285714286,3.0,12.0,128.0,,,,,utilization of arabinan/ arabinose/ arabitol
96,CymR-2,,9.643373234552981e-09,2.7580047450821527e-06,0.23809523809523808,0.29411764705882354,0.2631578947368421,5.0,17.0,21.0,,,,,biosynthesis/ acquisition of cysteine
97,CymR-2,,5.420033635738773e-07,7.750648099106445e-05,0.19047619047619047,0.26666666666666666,0.2222222222222222,4.0,15.0,21.0,,,,,sulfur metabolism
98,CymR-2,,3.302646294871249e-06,0.0003148522801110591,0.38095238095238093,0.037914691943127965,0.06896551724137931,8.0,211.0,21.0,,,,,ABC transporters
99,CymR-2,,0.0006670577843640481,0.03815570526562355,0.23809523809523808,0.032679738562091505,0.05747126436781609,5.0,154.0,21.0,,,,,biosynthesis/ acquisition of amino acids
100,CymR-2,,0.0006320464643160606,0.03815570526562355,0.38095238095238093,0.018306636155606407,0.034934497816593885,8.0,437.0,21.0,,,,,transporters
101,stringent response,,1.02653370874635e-44,2.935886407014561e-42,0.7428571428571429,0.45614035087719296,0.5652173913043478,26.0,57.0,35.0,,,,,ribosomal proteins
102,stringent response,,7.233928957893149e-34,1.0344518409787204e-31,0.8857142857142857,0.11231884057971014,0.19935691318327972,31.0,276.0,35.0,,,,,essential genes
103,stringent response,,6.940549498840819e-33,6.616657188894913e-31,0.8,0.14736842105263157,0.24888888888888888,28.0,190.0,35.0,,,,,translation
104,stringent response,,3.0433682707099823e-26,2.1760083135576374e-24,0.8285714285714286,0.07901907356948229,0.1442786069651741,29.0,378.0,35.0,,,,,"protein synthesis, modification and degradation"
105,stringent response,,3.484586044333246e-23,1.9931832173586168e-21,0.4,0.4666666666666667,0.4307692307692308,14.0,30.0,35.0,,,,,universally conserved proteins
106,stringent response,,2.972759319234467e-16,1.4170152755017626e-14,0.8571428571428571,0.033185840707964605,0.06389776357827477,30.0,1131.0,35.0,,,,,Information processing
107,stringent response,,1.1399822914731569e-09,4.6576419337331835e-08,1.0,0.014528850145288501,0.028641571194762683,35.0,2823.0,35.0,,,,,Groups of genes
108,PhoP,,3.359853091342013e-23,9.609179841238157e-21,0.5,1.0,0.6666666666666666,9.0,18.0,18.0,,,,,biosynthesis of teichuronic acid
109,PhoP,,1.588326390505034e-16,2.2713067384221985e-14,0.8888888888888888,0.04776119402985075,0.0906515580736544,16.0,335.0,18.0,,,,,additional metabolic pathways
110,PhoP,,2.7930505992166776e-13,2.662708237919899e-11,0.3888888888888889,0.3684210526315789,0.37837837837837834,7.0,19.0,18.0,,,,,phosphate metabolism
111,PhoP,,5.281802184332668e-13,3.7764885617978574e-11,0.5,0.14754098360655737,0.2278481012658228,9.0,61.0,18.0,,,,,biosynthesis of cell wall components
112,PhoP,,8.576214033256299e-12,4.905594427022603e-10,0.5,0.10975609756097561,0.18,9.0,82.0,18.0,,,,,cell wall synthesis
113,PhoP,,4.142913901523901e-09,1.9747889597263926e-07,0.7777777777777778,0.021671826625386997,0.042168674698795185,14.0,726.0,18.0,,,,,Cellular processes
114,PhoP,,1.7439493102338342e-08,7.125278610383951e-07,0.5,0.04736842105263158,0.08653846153846154,9.0,194.0,18.0,,,,,cell envelope and cell division
115,PhoP,,3.4684213533291725e-08,1.2399606338151792e-06,0.8888888888888888,0.014247551202137132,0.028045574057843994,16.0,1206.0,18.0,,,,,Metabolism
116,PhoP,,0.0013401145685093241,0.04258586295485185,0.2777777777777778,0.023696682464454975,0.04366812227074235,5.0,211.0,18.0,,,,,ABC transporters
117,SigB-2,,2.008210185872273e-40,5.743481131594701e-38,0.6428571428571429,0.23841059602649006,0.34782608695652173,36.0,151.0,56.0,,,,,general stress proteins (controlled by SigB)
118,SigB-2,,7.402841643932105e-26,1.058606355082291e-23,0.75,0.07191780821917808,0.13124999999999998,42.0,656.0,56.0,,,,,coping with stress
119,SigB-2,,2.6369288779950477e-13,2.5138721970219455e-11,0.7678571428571429,0.033646322378716745,0.06446776611694152,43.0,1414.0,56.0,,,,,Lifestyles
120,SigB-2,,0.0002605764332195923,0.01863121497520085,0.07142857142857142,0.16,0.09876543209876543,4.0,25.0,56.0,,,,,coping with hyper-osmotic stress
121,SigB-2,,0.0010620319258048598,0.06074822615603798,0.16071428571428573,0.04411764705882353,0.06923076923076923,9.0,204.0,56.0,,,,,poorly characterized/ putative enzymes
122,YonO-1,,3.6279393462549915e-50,1.0375906530289276e-47,0.926829268292683,0.20212765957446807,0.3318777292576419,38.0,188.0,41.0,,,,,SP-beta prophage
123,YonO-1,,2.423553521180537e-42,3.465681535288168e-40,0.926829268292683,0.13058419243986255,0.2289156626506024,38.0,291.0,41.0,,,,,prophages
124,YonO-1,,1.414681470730664e-41,1.3486630020965664e-39,0.926829268292683,0.125,0.2202898550724638,38.0,304.0,41.0,,,,,Prophages and mobile genetic elements
125,TnrA-1,,1.4376360566404565e-22,4.111639121991705e-20,0.6578947368421053,0.0984251968503937,0.17123287671232879,25.0,279.0,38.0,,,,,amino acid/ nitrogen metabolism
126,TnrA-1,,5.872172904898906e-20,8.397207254005437e-18,0.2894736842105263,0.6470588235294118,0.4,11.0,17.0,38.0,,,,,biosynthesis/ acquisition of branched-chain amino acids
127,TnrA-1,,1.769828671415481e-14,1.6872366667494252e-12,0.23684210526315788,0.45,0.3103448275862069,9.0,20.0,38.0,,,,,utilization of peptides
128,TnrA-1,,6.57629788955929e-13,4.702052991034892e-11,0.39473684210526316,0.09803921568627451,0.15706806282722516,15.0,154.0,38.0,,,,,biosynthesis/ acquisition of amino acids
129,TnrA-1,,8.019671354357745e-11,4.5872520146926294e-09,0.23684210526315788,0.2,0.21686746987951808,9.0,45.0,38.0,,,,,utilization of nitrogen sources other than amino acids
130,TnrA-1,,6.622126277347271e-09,3.156546858868866e-07,0.7105263157894737,0.02404274265360641,0.046511627906976744,27.0,1206.0,38.0,,,,,Metabolism
131,TnrA-1,,3.4074528754244955e-08,1.3921878891020082e-06,0.4473684210526316,0.038901601830663615,0.07157894736842106,17.0,437.0,38.0,,,,,transporters
132,TnrA-1,,3.42160090839512e-07,1.2232223247512554e-05,0.5,0.029411764705882353,0.05555555555555555,19.0,726.0,38.0,,,,,Cellular processes
133,TnrA-1,,1.0804360139662384e-06,3.433385555492713e-05,0.2894736842105263,0.052132701421800945,0.08835341365461848,11.0,211.0,38.0,,,,,ABC transporters
134,TnrA-1,,1.7940200682061962e-05,0.000513089739506972,0.5789473684210527,0.020128087831655993,0.038903625110521665,22.0,1093.0,38.0,,,,,membrane proteins
135,TnrA-1,,2.6793592921935602e-05,0.0006966334159703256,0.13157894736842105,0.11904761904761904,0.125,5.0,81.0,38.0,,,,,phosphorelay
136,TnrA-1,,7.679393073675424e-05,0.0018302553492259759,0.13157894736842105,0.09615384615384616,0.1111111111111111,5.0,104.0,38.0,,,,,genetic competence
137,TnrA-1,,0.0001684868625687195,0.0037067109765118286,0.07894736842105263,0.23076923076923078,0.11764705882352941,3.0,13.0,38.0,,,,,biosynthesis/ acquisition of lysine/ threonine
138,TnrA-1,,0.0007393736560981303,0.015104347546004662,0.05263157894736842,0.4,0.09302325581395349,2.0,5.0,38.0,,,,,membrane dynamics
139,TnrA-1,,0.0023885605431747435,0.04554188768986511,0.7894736842105263,0.012453300124533,0.024519820187985288,30.0,2823.0,38.0,,,,,Groups of genes
140,TnrA-1,,0.003887726874012945,0.06949311787298139,0.15789473684210525,0.03409090909090909,0.056074766355140186,6.0,181.0,38.0,,,,,exponential and early post-exponential lifestyles
141,YlxR-1,,7.067665907893343e-18,2.021352449657496e-15,0.7,0.6363636363636364,0.6666666666666666,7.0,11.0,10.0,,,,,biosynthesis/ acquisition of histidine
142,YlxR-1,,6.647215920701055e-09,9.505518766602509e-07,0.7,0.0457516339869281,0.08588957055214724,7.0,154.0,10.0,,,,,biosynthesis/ acquisition of amino acids
143,YlxR-1,,2.2916626976093183e-07,2.18471843838755e-05,0.7,0.027559055118110236,0.05303030303030304,7.0,279.0,10.0,,,,,amino acid/ nitrogen metabolism
144,MtlR,,2.9686172662696317e-10,8.490245381531146e-08,1.0,0.75,0.8571428571428571,3.0,4.0,3.0,,,,,utilization of mannitol
145,MtlR,,0.00012078873206976193,0.014160738767767442,0.6666666666666666,0.07142857142857142,0.12903225806451613,2.0,28.0,3.0,,,,,phosphotransferase systems
146,MtlR,,0.00014853921784371444,0.014160738767767442,1.0,0.013043478260869565,0.02575107296137339,3.0,239.0,3.0,,,,,utilization of specific carbon sources
147,MtlR,,0.00028034760563682375,0.0200448538030329,1.0,0.01056338028169014,0.020905923344947733,3.0,299.0,3.0,,,,,carbon metabolism
148,ImmR,,5.04664935267505e-08,1.4433417148650643e-05,0.17647058823529413,1.0,0.3,3.0,3.0,17.0,,,,,mobile genetic elements/ based on similarity
149,ImmR,,5.9537319132404755e-06,0.000851383663593388,0.17647058823529413,0.3,0.22222222222222224,3.0,10.0,17.0,,,,,mobile genetic elements
150,ImmR,,0.0004937110165486841,0.047067116910974545,0.5882352941176471,0.01152073732718894,0.022598870056497175,10.0,868.0,17.0,,,,,proteins of unknown function
151,ImmR,,0.0007317531464200149,0.052320349969031066,0.35294117647058826,0.019736842105263157,0.037383177570093455,6.0,304.0,17.0,,,,,Prophages and mobile genetic elements
152,SigD,,2.1324915937376617e-52,6.098925958089713e-50,0.5135135135135135,0.5277777777777778,0.5205479452054794,38.0,73.0,74.0,,,,,motility and chemotaxis
153,SigD,,1.2309544242002142e-34,1.7602648266063062e-32,0.5135135135135135,0.2159090909090909,0.304,38.0,181.0,74.0,,,,,exponential and early post-exponential lifestyles
154,SigD,,1.0674813382871401e-27,1.0176655425004068e-25,0.25675675675675674,0.6333333333333333,0.3653846153846153,19.0,30.0,74.0,,,,,signal transduction in motility and chemotaxis
155,SigD,,2.5166927409739693e-15,1.799435309796388e-13,0.17567567567567569,0.38235294117647056,0.24074074074074078,13.0,34.0,74.0,,,,,flagellar proteins
156,SigD,,6.796749407304469e-08,3.887740660978156e-06,0.5945945945945946,0.03442879499217527,0.0650887573964497,44.0,1414.0,74.0,,,,,Lifestyles
157,SigD,,2.7981818502226114e-06,0.00013338000152727782,0.08108108108108109,0.24,0.1212121212121212,6.0,25.0,74.0,,,,,autolysis
158,SigD,,1.9006668208049718e-05,0.0007765581582146028,0.04054054054054054,0.75,0.07692307692307693,3.0,4.0,74.0,,,,,motility and chemotaxis/ other
159,SigD,,3.657180045063966e-05,0.001307441866110368,0.08108108108108109,0.15789473684210525,0.10714285714285714,6.0,38.0,74.0,,,,,cell wall degradation/ turnover
160,SigD,,4.693161152320777e-05,0.0014913823217374913,0.04054054054054054,0.6,0.0759493670886076,3.0,5.0,74.0,,,,,flagellar proteins/ based on similarity
161,SigD,,0.00012303489747859277,0.003518798067887753,0.05405405405405406,0.25,0.08888888888888889,4.0,16.0,74.0,,,,,control of response regulators/ other
162,TnrA-2,,7.249558502992897e-22,2.0733737318559685e-19,0.375,0.5714285714285714,0.4528301886792453,12.0,21.0,32.0,,,,,utilization of nucleotides
163,TnrA-2,,3.7561834488378264e-12,5.371342331838092e-10,0.375,0.11320754716981132,0.1739130434782609,12.0,107.0,32.0,,,,,nucleotide metabolism
164,TnrA-2,,8.802014564736621e-10,8.391253885048912e-08,0.78125,0.02226179875333927,0.04329004329004329,25.0,1206.0,32.0,,,,,Metabolism
165,TnrA-2,,9.302563856633414e-09,6.651333157492891e-07,0.40625,0.051181102362204724,0.09090909090909091,13.0,279.0,32.0,,,,,amino acid/ nitrogen metabolism
166,TnrA-2,,3.666620651090391e-08,2.0973070124237035e-06,0.125,0.6666666666666666,0.21052631578947367,4.0,6.0,32.0,,,,,utilization of nitrate/ nitrite
167,TnrA-2,,6.600746442905586e-08,3.1463558044516628e-06,0.15625,0.3125,0.20833333333333334,5.0,16.0,32.0,,,,,biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation
168,TnrA-2,,6.656717363587712e-07,2.719744522837265e-05,0.1875,0.13333333333333333,0.15584415584415587,6.0,45.0,32.0,,,,,utilization of nitrogen sources other than amino acids
169,TnrA-2,,0.00015839710520027583,0.0056626965109098605,0.0625,0.6666666666666666,0.11428571428571428,2.0,3.0,32.0,,,,,utilization of urea
170,TnrA-2,,0.0007507368721038299,0.02385674949129948,0.1875,0.0392156862745098,0.06486486486486487,6.0,154.0,32.0,,,,,biosynthesis/ acquisition of amino acids
171,TnrA-2,,0.0028492438897336587,0.08148837524638264,0.1875,0.030303030303030304,0.052173913043478265,6.0,198.0,32.0,,,,,transporters/ other
172,SwrA,,7.383234847091643e-41,2.11160516626821e-38,0.92,0.3194444444444444,0.47422680412371127,23.0,73.0,25.0,,,,,motility and chemotaxis
173,SwrA,,1.3870124164315554e-32,1.9834277554971244e-30,0.68,0.5,0.576271186440678,17.0,34.0,25.0,,,,,flagellar proteins
174,SwrA,,6.89944610355822e-31,6.577471952058837e-29,0.92,0.13068181818181818,0.2288557213930348,23.0,181.0,25.0,,,,,exponential and early post-exponential lifestyles
175,SwrA,,8.992405996104874e-11,6.429570287214985e-09,0.92,0.017996870109546165,0.035303146584804296,23.0,1414.0,25.0,,,,,Lifestyles
176,SwrA,,1.0600602634721335e-08,6.063544707060603e-07,0.24,0.2,0.2181818181818182,6.0,30.0,25.0,,,,,signal transduction in motility and chemotaxis
177,SwrA,,0.0009936245496924019,0.04736277020200449,0.56,0.012808783165599268,0.02504472271914132,14.0,1093.0,25.0,,,,,membrane proteins
178,YlxR-2,,2.683982470198141e-31,7.676189864766683e-29,0.9230769230769231,0.75,0.8275862068965517,12.0,16.0,13.0,,,,,biosynthesis/ acquisition of arginine
179,YlxR-2,,3.1587262197555e-17,4.516978494250365e-15,0.9230769230769231,0.0784313725490196,0.14457831325301207,12.0,154.0,13.0,,,,,biosynthesis/ acquisition of amino acids
180,YlxR-2,,1.6183038434098225e-14,1.5427829973840307e-12,0.9230769230769231,0.047244094488188976,0.0898876404494382,12.0,279.0,13.0,,,,,amino acid/ nitrogen metabolism
181,YlxR-2,,8.907790920011482e-07,6.36907050780821e-05,0.9230769230769231,0.01068566340160285,0.02112676056338028,12.0,1206.0,13.0,,,,,Metabolism
182,ComA,,1.2430071108948277e-12,3.555000337159207e-10,0.2857142857142857,0.6,0.3870967741935483,6.0,10.0,21.0,,,,,short peptides
183,ComA,,4.260993217284375e-10,6.093220300716656e-08,0.2857142857142857,0.2727272727272727,0.2790697674418604,6.0,22.0,21.0,,,,,quorum sensing
184,ComA,,4.1467387041344234e-07,3.953224231274817e-05,0.2857142857142857,0.09230769230769231,0.13953488372093023,6.0,65.0,21.0,,,,,control of two-component response regulators
185,ComA,,2.7360671321299324e-05,0.0019562879994729017,0.14285714285714285,0.23076923076923078,0.17647058823529413,3.0,13.0,21.0,,,,,response regulator aspartate phosphatase
186,ComA,,5.307303002193591e-05,0.0030357773172547337,0.14285714285714285,0.1875,0.16216216216216214,3.0,16.0,21.0,,,,,control of response regulators/ other
187,ComA,,0.00021192937088947283,0.01010196667906487,0.14285714285714285,0.12,0.13043478260869565,3.0,25.0,21.0,,,,,protein phosphatases
188,ComA,,0.0018715811470805842,0.07646745829500673,0.14285714285714285,0.057692307692307696,0.0821917808219178,3.0,104.0,21.0,,,,,genetic competence
189,SigK,,3.3641600557130075e-67,9.621497759339201e-65,0.7293233082706767,0.20638297872340425,0.32172470978441126,97.0,470.0,133.0,,,,,sporulation proteins
190,SigK,,3.1549981706989226e-63,4.5116473840994596e-61,0.7518796992481203,0.17761989342806395,0.2873563218390805,100.0,568.0,133.0,,,,,sporulation
191,SigK,,5.0194722768952165e-31,3.5889226779800796e-29,0.7744360902255639,0.08059467918622848,0.145995747696669,103.0,1414.0,133.0,,,,,Lifestyles
192,SigK,,4.672312945615841e-31,3.5889226779800796e-29,0.41353383458646614,0.1870748299319728,0.25761124121779855,55.0,294.0,133.0,,,,,sporulation proteins/ other
193,SigK,,2.653567672019046e-30,1.5178407083948941e-28,0.21052631578947367,0.5490196078431373,0.3043478260869565,28.0,51.0,133.0,,,,,spore coat proteins
194,SigK,,8.556544729494554e-07,4.078619654392404e-05,0.03007518796992481,1.0,0.058394160583941604,4.0,4.0,133.0,,,,,biosynthesis of rhamnose (for the exosporium) 
195,SigK,,8.481549547222231e-05,0.0034653188150079403,0.03759398496240601,0.3125,0.06711409395973154,5.0,16.0,133.0,,,,,small acid-soluble spore proteins
196,SigK,,0.0009387582681406521,0.029831651632025162,0.015037593984962405,1.0,0.029629629629629624,2.0,2.0,133.0,,,,,biosynthesis of dipicolinate
197,SigK,,0.0009387582681406521,0.029831651632025162,0.015037593984962405,1.0,0.029629629629629624,2.0,2.0,133.0,,,,,capsule biosynthesis and degradation/ based on similarity
198,SigI,,7.472039512545178e-06,0.002137003300587921,0.42857142857142855,0.1111111111111111,0.17647058823529413,3.0,27.0,7.0,,,,,heat shock proteins
199,Zur,,9.778831642069799e-09,2.7967458496319624e-06,0.3333333333333333,0.20833333333333334,0.25641025641025644,5.0,24.0,15.0,,,,,"trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)"
200,Zur,,1.1020685798497212e-05,0.0015759580691851014,0.3333333333333333,0.05319148936170213,0.09174311926605504,5.0,95.0,15.0,,,,,homeostasis
201,Thi-box,,4.565076392578136e-28,1.305611848277347e-25,0.5909090909090909,0.6842105263157895,0.6341463414634148,13.0,19.0,22.0,,,,,biosynthesis/ acquisition of thiamine
202,Thi-box,,2.910150813781308e-16,4.1615156637072706e-14,0.5909090909090909,0.12037037037037036,0.19999999999999998,13.0,108.0,22.0,,,,,biosynthesis of cofactors
203,Thi-box,,1.6629036715068749e-12,1.5853015001698873e-10,0.6818181818181818,0.04477611940298507,0.08403361344537814,15.0,335.0,22.0,,,,,additional metabolic pathways
204,Thi-box,,6.670391779292658e-07,4.769330122194251e-05,0.7727272727272727,0.015138023152270703,0.0296943231441048,17.0,1206.0,22.0,,,,,Metabolism
205,NusA,,2.7081770632862123e-07,7.745386400998567e-05,0.05426356589147287,0.4117647058823529,0.09589041095890412,7.0,17.0,129.0,,,,,biosynthesis/ acquisition of branched-chain amino acids
206,NusA,,7.520894487115638e-07,0.00010754879116575362,0.14728682170542637,0.10795454545454546,0.12459016393442623,19.0,187.0,129.0,,,,,genetics
207,NusA,,2.1449491109001115e-06,0.00020448514857247728,0.07751937984496124,0.19230769230769232,0.11049723756906077,10.0,104.0,129.0,,,,,genetic competence
208,NusA,,4.820630856160936e-05,0.0034467510621550694,0.031007751937984496,0.5,0.0583941605839416,4.0,8.0,129.0,,,,,utilization of fructose
209,NusA,,0.0005143546561104297,0.027881123306977746,0.20930232558139536,0.0574468085106383,0.09015025041736227,27.0,470.0,129.0,,,,,sporulation proteins
210,NusA,,0.0005849186707757569,0.027881123306977746,0.046511627906976744,0.16666666666666666,0.07272727272727272,6.0,36.0,129.0,,,,,tRNA modification and maturation
211,NusA,,0.0007179182917990157,0.029332090207788358,0.03875968992248062,0.2,0.06493506493506493,5.0,25.0,129.0,,,,,utilization of other polymeric carbohydrates
212,NusA,,0.002183263602335753,0.07805167378350317,0.3178294573643411,0.04535398230088496,0.07938044530493708,41.0,1131.0,129.0,,,,,Information processing
213,NusA,,0.002457999464355018,0.07810976075617057,0.05426356589147287,0.1111111111111111,0.07291666666666667,7.0,63.0,129.0,,,,,Skin element
214,CsoR,,4.560304253126423e-76,1.304247016394157e-73,0.9818181818181818,0.2872340425531915,0.4444444444444444,54.0,188.0,55.0,,,,,SP-beta prophage
215,CsoR,,1.9373866848156967e-64,2.7704629592864463e-62,0.9818181818181818,0.18556701030927836,0.3121387283236995,54.0,291.0,55.0,,,,,prophages
216,CsoR,,2.598986571850017e-63,2.4777005318303496e-61,0.9818181818181818,0.17763157894736842,0.3008356545961003,54.0,304.0,55.0,,,,,Prophages and mobile genetic elements
217,CsoR,,0.0009373688763443207,0.06702187465861893,0.03636363636363636,0.5,0.06779661016949153,2.0,4.0,55.0,,,,,DNA replication/ based on similarity
