	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip
ERX3440936	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417474;ERR3417475;ERR3417476;ERR3417477	ERP116158	PRJEB33371	614692	ERS3563450	SAMEA5760001	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	308	26.8	10470344	14499743			32061128	168	wild type genotype			TRUE	TRUE	TRUE	spore_genes	wt_0h	wt_0h	168	DSM			37	7		sporulation initiation		
ERX3440937	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417478;ERR3417479;ERR3417480;ERR3417481	ERP116158	PRJEB33371	614692	ERS3563451	SAMEA5760002	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	316	26.8	10470345	14499744			32061128	168	knockout mutant ygaB			TRUE	TRUE	TRUE	spore_genes	delygaB_3h	wt_0h	168 del_ygaB	DSM			37	7		sporulation		
ERX3440938	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417482;ERR3417483;ERR3417484;ERR3417485	ERP116158	PRJEB33371	614692	ERS3563452	SAMEA5760003	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	314	26.8	10470346	14499745			32061128	168	knockout mutant yizD			TRUE	TRUE	TRUE	spore_genes	delyizD_0h	wt_0h	168 del_yizD	DSM			37	7		sporulation initiation		
ERX3440939	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417486;ERR3417487;ERR3417488;ERR3417489	ERP116158	PRJEB33371	614692	ERS3563453	SAMEA5760004	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	309	26.8	10470347	14499746			32061128	168	knockout mutant yizD			TRUE	TRUE	TRUE	spore_genes	delyizD_0h	wt_0h	168 del_yizD	DSM			37	7		sporulation initiation		
ERX3440940	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417490;ERR3417491;ERR3417492;ERR3417493	ERP116158	PRJEB33371	614692	ERS3563454	SAMEA5760005	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	383	26.8	10470348	14499747			32061128	168	knockout mutant yizD			TRUE	TRUE	TRUE	spore_genes	delyizD_0h	wt_0h	168 del_yizD	DSM			37	7		sporulation initiation		
ERX3440941	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417494;ERR3417495;ERR3417496;ERR3417497	ERP116158	PRJEB33371	614692	ERS3563455	SAMEA5760006	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	310	26.8	10470349	14499748			32061128	168	knockout mutant ykzB			TRUE	TRUE	TRUE	spore_genes	delykzB_0h	wt_0h	168 del_ykzB	DSM			37	7		sporulation initiation		
ERX3440942	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417498;ERR3417499;ERR3417500;ERR3417501	ERP116158	PRJEB33371	614692	ERS3563456	SAMEA5760007	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	307	26.8	10470350	14499749			32061128	168	knockout mutant ykzB			TRUE	TRUE	TRUE	spore_genes	delykzB_0h	wt_0h	168 del_ykzB	DSM			37	7		sporulation initiation		
ERX3440943	2020-04-01 22:24:02	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417502;ERR3417503;ERR3417504;ERR3417505	ERP116158	PRJEB33371	614692	ERS3563457	SAMEA5760008	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	313	26.8	10470351	14499750			32061128	168	knockout mutant ykzB			TRUE	TRUE	TRUE	spore_genes	delykzB_0h	wt_0h	168 del_ykzB	DSM			37	7		sporulation initiation		
ERX4111143	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143875	ERP121707	PRJEB38296	657226	ERS4558401	SAMEA6830781	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632004	15820457				168				TRUE	TRUE	TRUE	ave1	ctrl_5m	ctrl_5m	168			water			0.3	mid-exponential		
ERX4111144	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143876	ERP121707	PRJEB38296	657226	ERS4558402	SAMEA6830782	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632005	15820458				168				TRUE	TRUE	TRUE	ave1	vdave1_5m	ctrl_5m	168			VdAve1			0.3	mid-exponential		
ERX4111145	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143877	ERP121707	PRJEB38296	657226	ERS4558403	SAMEA6830783	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632006	15820459				168				TRUE	TRUE	TRUE	ave1	ctrl_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111146	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143878	ERP121707	PRJEB38296	657226	ERS4558404	SAMEA6830784	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632007	15820460				168				TRUE	TRUE	TRUE	ave1	vdave1_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111147	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143879	ERP121707	PRJEB38296	657226	ERS4558405	SAMEA6830785	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632008	15820461				168				TRUE	TRUE	TRUE	ave1	vnave1_5m	ctrl_5m	168						0.3	mid-exponential		
ERX4111148	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143880	ERP121707	PRJEB38296	657226	ERS4558406	SAMEA6830786	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632009	15820462				168				TRUE	TRUE	TRUE	ave1	supernatant_5m	ctrl_5m	168						0.3	mid-exponential		
ERX4111149	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143881	ERP121707	PRJEB38296	657226	ERS4558407	SAMEA6830787	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632010	15820463				168				TRUE	TRUE	TRUE	ave1	vnave1_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111150	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143882	ERP121707	PRJEB38296	657226	ERS4558408	SAMEA6830788	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632011	15820464				168				TRUE	TRUE	TRUE	ave1	supernatant_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111151	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143883	ERP121707	PRJEB38296	657226	ERS4558409	SAMEA6830789	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632012	15820465				168				TRUE	TRUE	TRUE	ave1	ctrl_5m	ctrl_5m	168						0.3	mid-exponential		
ERX4111152	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143884	ERP121707	PRJEB38296	657226	ERS4558410	SAMEA6830790	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632013	15820466				168				TRUE	TRUE	TRUE	ave1	vdave1_5m	ctrl_5m	168						0.3	mid-exponential		
ERX4111153	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143885	ERP121707	PRJEB38296	657226	ERS4558411	SAMEA6830791	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632014	15820467				168				TRUE	TRUE	TRUE	ave1	ctrl_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111154	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143886	ERP121707	PRJEB38296	657226	ERS4558412	SAMEA6830792	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632015	15820468				168				TRUE	TRUE	TRUE	ave1	vdave1_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111156	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143888	ERP121707	PRJEB38296	657226	ERS4558414	SAMEA6830794	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632017	15820470				168				TRUE	TRUE	TRUE	ave1	supernatant_5m	ctrl_5m	168						0.3	mid-exponential		
ERX4111157	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143889	ERP121707	PRJEB38296	657226	ERS4558415	SAMEA6830795	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632018	15820471				168				TRUE	TRUE	TRUE	ave1	vnave1_20m	ctrl_5m	168						0.3	mid-exponential		
ERX4111158	2020-08-14 9:57:42	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 550	ERR4143890	ERP121707	PRJEB38296	657226	ERS4558416	SAMEA6830796	ERA2597823	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UVA	0	0	11632019	15820472				168				TRUE	TRUE	TRUE	ave1	supernatant_20m	ctrl_5m	168						0.3	mid-exponential		
ERX484648	2014-10-22 0:02:48	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR519415	ERP005934	PRJEB6409	264503	ERS465116	SAMEA2554581	ERA314669	RNA-Seq	other	TRANSCRIPTOMIC		GSC	210	0	1067009	3147992				168				TRUE	TRUE	TRUE												Poor metadata	TRUE
ERX484649	2014-10-22 0:02:48	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR519416	ERP005934	PRJEB6409	264503	ERS465116	SAMEA2554581	ERA314669	RNA-Seq	other	TRANSCRIPTOMIC		GSC	204	0	1067010	3147992				168				TRUE	TRUE	TRUE												Poor metadata	TRUE
ERX546750	2014-10-22 0:05:48	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR588748	ERP005934	PRJEB6409	264503	ERS465116	SAMEA2554581	ERA352806	RNA-Seq	other	TRANSCRIPTOMIC		GSC	210	0	1067034	3147992				168				TRUE	TRUE	TRUE												Poor metadata	TRUE
ERX546751	2014-10-22 0:05:48	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR588746	ERP005934	PRJEB6409	264503	ERS465116	SAMEA2554581	ERA352806	RNA-Seq	other	TRANSCRIPTOMIC		GSC	235	0	1067035	3147992				168				TRUE	TRUE	TRUE												Poor metadata	TRUE
ERX546752	2014-10-22 0:05:48	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR588747	ERP005934	PRJEB6409	264503	ERS465116	SAMEA2554581	ERA352806	RNA-Seq	other	TRANSCRIPTOMIC		GSC	193	0	1067036	3147992				168				TRUE	TRUE	TRUE												Poor metadata	TRUE
SRX533166	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274789	SRP041677	PRJNA245111	245111	SRS601974	SAMN02725505	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	733723	2725505			24843172	SMY	flgB::erm			TRUE	TRUE	TRUE	codY	wt	wt	SMY	TSS(glucose+16AA)	glucose							
SRX533171	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274790	SRP041677	PRJNA245111	245111	SRS601978	SAMN02725504	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	733728	2725504			24843172	SMY	flgB::erm			TRUE	TRUE	TRUE	codY	wt	wt	SMY	TSS(glucose+16AA)	glucose							
SRX533786	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274791	SRP041677	PRJNA245111	245111	SRS602514	SAMN02731661	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737025	2731661			24843172	SRB268	flgB::erm codY::(erm::spc)			TRUE	TRUE	TRUE	codY	ctrl	wt	SMY codY_complement	TSS(glucose+16AA)	glucose							
SRX533787	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274792	SRP041677	PRJNA245111	245111	SRS602515	SAMN02731662	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737026	2731662			24843172	SRB268	flgB::erm codY::(erm::spc)			TRUE	TRUE	TRUE	codY	ctrl	wt	SMY codY_complement	TSS(glucose+16AA)	glucose							
SRX533789	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274793	SRP041677	PRJNA245111	245111	SRS602517	SAMN02731663	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737028	2731663			24843172	SRB361	flgB::erm codYR61K			TRUE	TRUE	TRUE	codY	codYR61K	wt	SMY codYR61K	TSS(glucose+16AA)	glucose							
SRX533791	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274794	SRP041677	PRJNA245111	245111	SRS602519	SAMN02731664	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737039	2731664			24843172	SRB361	flgB::erm codYR61K			TRUE	TRUE	TRUE	codY	codYR61K	wt	SMY codYR61K	TSS(glucose+16AA)	glucose							
SRX533792	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274795	SRP041677	PRJNA245111	245111	SRS602520	SAMN02731665	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737040	2731665			24843172	SRB465	flgB::erm codY59			TRUE	TRUE	TRUE	codY	codYR61H	wt	SMY codYR61H	TSS(glucose+16AA)	glucose							
SRX533793	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274796	SRP041677	PRJNA245111	245111	SRS602521	SAMN02731666	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737041	2731666			24843172	SRB465	flgB::erm codY59			TRUE	TRUE	TRUE	codY	codYR61H	wt	SMY codYR61H	TSS(glucose+16AA)	glucose							
SRX533794	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274797	SRP041677	PRJNA245111	245111	SRS602522	SAMN02731667	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737387	2731667			24843172	SRB468	flgB::erm codY62			TRUE	TRUE	TRUE	codY	codYF71Y	wt	SMY codYF71Y	TSS(glucose+16AA)	glucose							
SRX533795	2014-05-14 0:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274798	SRP041677	PRJNA245111	245111	SRS602523	SAMN02731668	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0	737388	2731668			24843172	SRB468	flgB::erm codY62			TRUE	TRUE	TRUE	codY	codYF71Y	wt	SMY codYF71Y	TSS(glucose+16AA)	glucose							
SRX959206	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918928	SRP056317	PRJNA278818	278818	SRS876450	SAMN03433613	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363198	3433613	GSE67058	GSM1637661	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959207	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918929	SRP056317	PRJNA278818	278818	SRS876449	SAMN03433608	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363199	3433608	GSE67058	GSM1637662	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959208	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918930	SRP056317	PRJNA278818	278818	SRS876448	SAMN03433612	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363200	3433612	GSE67058	GSM1637663	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959209	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918931	SRP056317	PRJNA278818	278818	SRS876447	SAMN03433614	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363201	3433614	GSE67058	GSM1637664	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959210	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918932	SRP056317	PRJNA278818	278818	SRS876446	SAMN03433609	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363202	3433609	GSE67058	GSM1637665	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959211	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918933	SRP056317	PRJNA278818	278818	SRS876445	SAMN03433611	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363203	3433611	GSE67058	GSM1637666	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	nusA_induced	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL);IPTG(30uM)	37			mid-exponential		
SRX959212	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918934	SRP056317	PRJNA278818	278818	SRS876442	SAMN03433616	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363204	3433616	GSE67058	GSM1637667	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX959213	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918935	SRP056317	PRJNA278818	278818	SRS876444	SAMN03433615	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363205	3433615	GSE67058	GSM1637668	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX959214	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918936	SRP056317	PRJNA278818	278818	SRS876443	SAMN03433618	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363206	3433618	GSE67058	GSM1637669	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX959215	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918937	SRP056317	PRJNA278818	278818	SRS876440	SAMN03433610	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363207	3433610	GSE67058	GSM1637670	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX959216	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918938	SRP056317	PRJNA278818	278818	SRS876437	SAMN03433607	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363208	3433607	GSE67058	GSM1637671	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX959217	2016-01-04 11:40:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1918939	SRP056317	PRJNA278818	278818	SRS876438	SAMN03433617	SRA247287	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1363209	3433617	GSE67058	GSM1637672	27571753	NusA-depletion strain (PLBS802)				TRUE	TRUE	TRUE	nusA	no_nusA	no_nusA	NusA-depletion strain (PLBS802)	Minimal-ACH	glucose(0.5%)	tetracycline(12.5ug/mL)	37			mid-exponential		
SRX1254783	2015-12-08 15:35:03	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435004	SRP063769	PRJNA295934	295934	SRS1072875	SAMN04093820	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0	1803605	4093820			26647299	PDS0627				TRUE	TRUE	TRUE	ldar	yfiJKplus	wt	NCIB3610 yfiJK+	LB			37					
SRX1254784	2015-12-08 15:35:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435622	SRP063769	PRJNA295934	295934	SRS1072875	SAMN04093820	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0	1803606	4093820			26647299	PDS0627				TRUE	TRUE	TRUE	ldar	yfiJKplus	wt	NCIB3610 yfiJK+	LB			37					
