	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_corr	passed_replicate_correlations
SRX3526680	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435124	SRP127808	PRJNA428231	428231	SRS2802403	SAMN08285023	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901607	8285023	GSE108659	GSM2909475	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526681	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435125	SRP127808	PRJNA428231	428231	SRS2802405	SAMN08285017	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901608	8285017	GSE108659	GSM2909476	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526682	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435126	SRP127808	PRJNA428231	428231	SRS2802404	SAMN08285022	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901609	8285022	GSE108659	GSM2909477	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526683	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435127	SRP127808	PRJNA428231	428231	SRS2802406	SAMN08285021	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901610	8285021	GSE108659	GSM2909478	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526684	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435128	SRP127808	PRJNA428231	428231	SRS2802407	SAMN08285020	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901611	8285020	GSE108659	GSM2909479	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526685	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435129	SRP127808	PRJNA428231	428231	SRS2802408	SAMN08285019	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901612	8285019	GSE108659	GSM2909480	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526686	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435130	SRP127808	PRJNA428231	428231	SRS2802409	SAMN08285018	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901613	8285018	GSE108659	GSM2909481	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526687	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435131	SRP127808	PRJNA428231	428231	SRS2802410	SAMN08285016	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901614	8285016	GSE108659	GSM2909482	26679589.0	B4067	Wild type			False	True	False	False	True	True
SRX3526688	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435132	SRP127808	PRJNA428231	428231	SRS2802411	SAMN08285015	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901615	8285015	GSE108659	GSM2909483	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526689	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435133	SRP127808	PRJNA428231	428231	SRS2802412	SAMN08285014	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901616	8285014	GSE108659	GSM2909484	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526690	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435134	SRP127808	PRJNA428231	428231	SRS2802413	SAMN08285013	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901617	8285013	GSE108659	GSM2909485	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526691	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435135	SRP127808	PRJNA428231	428231	SRS2802414	SAMN08285012	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901618	8285012	GSE108659	GSM2909486	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526692	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435136	SRP127808	PRJNA428231	428231	SRS2802415	SAMN08285076	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901619	8285076	GSE108659	GSM2909487	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526693	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435137	SRP127808	PRJNA428231	428231	SRS2802416	SAMN08285075	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901620	8285075	GSE108659	GSM2909488	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526694	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435138	SRP127808	PRJNA428231	428231	SRS2802417	SAMN08285074	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901621	8285074	GSE108659	GSM2909489	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526695	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435139	SRP127808	PRJNA428231	428231	SRS2802418	SAMN08285073	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901622	8285073	GSE108659	GSM2909490	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526696	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435140	SRP127808	PRJNA428231	428231	SRS2802419	SAMN08285072	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901623	8285072	GSE108659	GSM2909491	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526697	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435141	SRP127808	PRJNA428231	428231	SRS2802420	SAMN08285071	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901624	8285071	GSE108659	GSM2909492	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526698	2018-03-09 16:56:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435142	SRP127808	PRJNA428231	428231	SRS2802421	SAMN08285070	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901625	8285070	GSE108659	GSM2909493	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526699	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435143	SRP127808	PRJNA428231	428231	SRS2802422	SAMN08285069	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901626	8285069	GSE108659	GSM2909494	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526700	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435144	SRP127808	PRJNA428231	428231	SRS2802423	SAMN08285068	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901627	8285068	GSE108659	GSM2909495	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526701	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435145	SRP127808	PRJNA428231	428231	SRS2802424	SAMN08285067	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901628	8285067	GSE108659	GSM2909496	26679589.0	BS168	Wild type			False	True	False	False	True	True
SRX3526702	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435146	SRP127808	PRJNA428231	428231	SRS2802425	SAMN08285066	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901629	8285066	GSE108659	GSM2909497	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526703	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435147	SRP127808	PRJNA428231	428231	SRS2802426	SAMN08285065	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901630	8285065	GSE108659	GSM2909498	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526704	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435148	SRP127808	PRJNA428231	428231	SRS2802427	SAMN08285064	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901631	8285064	GSE108659	GSM2909499	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526705	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435149	SRP127808	PRJNA428231	428231	SRS2802428	SAMN08285063	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901632	8285063	GSE108659	GSM2909500	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526706	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435150	SRP127808	PRJNA428231	428231	SRS2802429	SAMN08285062	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901633	8285062	GSE108659	GSM2909501	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526707	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435151	SRP127808	PRJNA428231	428231	SRS2802430	SAMN08285061	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901634	8285061	GSE108659	GSM2909502	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526708	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435152	SRP127808	PRJNA428231	428231	SRS2802431	SAMN08285060	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901635	8285060	GSE108659	GSM2909503	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526709	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435153	SRP127808	PRJNA428231	428231	SRS2802432	SAMN08284982	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901636	8284982	GSE108659	GSM2909504	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526710	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435154	SRP127808	PRJNA428231	428231	SRS2802433	SAMN08284981	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901637	8284981	GSE108659	GSM2909505	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526711	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435155	SRP127808	PRJNA428231	428231	SRS2802434	SAMN08284980	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901638	8284980	GSE108659	GSM2909506	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526712	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435156	SRP127808	PRJNA428231	428231	SRS2802435	SAMN08284979	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901639	8284979	GSE108659	GSM2909507	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526713	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435157	SRP127808	PRJNA428231	428231	SRS2802436	SAMN08284978	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901640	8284978	GSE108659	GSM2909508	26679589.0	B4072	Wild type			False	False	False	False	True	True
SRX3526714	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435158	SRP127808	PRJNA428231	428231	SRS2802437	SAMN08284977	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901641	8284977	GSE108659	GSM2909509	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526715	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435159	SRP127808	PRJNA428231	428231	SRS2802438	SAMN08284976	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901642	8284976	GSE108659	GSM2909510	26679589.0	B4072	Wild type			False	True	False	False	True	True
SRX3526716	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435160	SRP127808	PRJNA428231	428231	SRS2802439	SAMN08284975	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901643	8284975	GSE108659	GSM2909511	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526717	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435161	SRP127808	PRJNA428231	428231	SRS2802440	SAMN08284974	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901644	8284974	GSE108659	GSM2909512	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526718	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435162	SRP127808	PRJNA428231	428231	SRS2802441	SAMN08284973	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901645	8284973	GSE108659	GSM2909513	26679589.0	B4143	Wild type			False	False	False	False	True	True
SRX3526719	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435163	SRP127808	PRJNA428231	428231	SRS2802442	SAMN08284972	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901646	8284972	GSE108659	GSM2909514	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526720	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435164	SRP127808	PRJNA428231	428231	SRS2802443	SAMN08284971	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901647	8284971	GSE108659	GSM2909515	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526721	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435165	SRP127808	PRJNA428231	428231	SRS2802444	SAMN08284970	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901648	8284970	GSE108659	GSM2909516	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526722	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435166	SRP127808	PRJNA428231	428231	SRS2802445	SAMN08284969	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901649	8284969	GSE108659	GSM2909517	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526723	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435167	SRP127808	PRJNA428231	428231	SRS2802446	SAMN08284968	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901650	8284968	GSE108659	GSM2909518	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526724	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435168	SRP127808	PRJNA428231	428231	SRS2802447	SAMN08284967	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901651	8284967	GSE108659	GSM2909519	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526725	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435169	SRP127808	PRJNA428231	428231	SRS2802448	SAMN08284966	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901652	8284966	GSE108659	GSM2909520	26679589.0	B4143	Wild type			False	False	False	False	True	True
SRX3526726	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435170	SRP127808	PRJNA428231	428231	SRS2802449	SAMN08285058	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901653	8285058	GSE108659	GSM2909521	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3526727	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435171	SRP127808	PRJNA428231	428231	SRS2802450	SAMN08285057	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901654	8285057	GSE108659	GSM2909522	26679589.0	B4143	Wild type			False	False	False	False	True	True
SRX3526728	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435172	SRP127808	PRJNA428231	428231	SRS2802451	SAMN08285056	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901655	8285056	GSE108659	GSM2909523	26679589.0	B4143	Wild type			False	False	False	False	True	True
SRX3526729	2018-03-09 16:56:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6435173	SRP127808	PRJNA428231	428231	SRS2802452	SAMN08285055	SRA643079	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4901656	8285055	GSE108659	GSM2909524	26679589.0	B4143	Wild type			False	True	False	False	True	True
SRX3630285	2018-03-29 10:46:15	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6652803	SRP100536	PRJNA376419	376419	SRS2896998	SAMN08437329	SRA539512	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5025752	8437329	GSE95211	GSM2971248	29606352.0	subspecies 168, Delta sU ylqD/ylqD (disrupted terminator between ylqC and ylqD), spec resistant				True	False	False	False	True	True
SRX3630287	2018-03-29 10:46:15	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6652806;SRR6652807	SRP100536	PRJNA376419	376419	SRS2897000	SAMN08437342	SRA539512	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5025754	8437342	GSE95211	GSM2971250	29606352.0	subspecies 168				True	False	False	False	True	True
SRX3630292	2018-03-29 10:46:15	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6652814	SRP100536	PRJNA376419	376419	SRS2897005	SAMN08437337	SRA539512	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5025759	8437337	GSE95211	GSM2971255	29606352.0	subspecies 168, pnpA::lox72				True	False	False	False	True	True
SRX3775917	2018-03-12 16:04:08	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819005	SRP134186	PRJNA437458	437458	SRS3030051	SAMN08662979	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206303	8662979	GSE111577	GSM3034520		JH642	Wild Type			False	True	False	False	True	True
SRX3775918	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819006	SRP134186	PRJNA437458	437458	SRS3030052	SAMN08662978	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206304	8662978	GSE111577	GSM3034521		JH642	Wild Type			False	True	False	False	True	True
SRX3775919	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819007	SRP134186	PRJNA437458	437458	SRS3030053	SAMN08662977	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206305	8662977	GSE111577	GSM3034522		JH642	Wild Type			False	True	False	False	True	True
SRX3775920	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819008	SRP134186	PRJNA437458	437458	SRS3030054	SAMN08662976	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206306	8662976	GSE111577	GSM3034523		JH642	Wild Type			False	True	False	False	True	True
SRX3775921	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819009	SRP134186	PRJNA437458	437458	SRS3030056	SAMN08662980	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206307	8662980	GSE111577	GSM3034524		JH642	Mutant			False	True	False	False	True	True
SRX3775922	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819010	SRP134186	PRJNA437458	437458	SRS3030057	SAMN08662981	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206308	8662981	GSE111577	GSM3034525		JH642	Mutant			False	True	False	False	True	True
SRX3775923	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819011	SRP134186	PRJNA437458	437458	SRS3030055	SAMN08662973	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206309	8662973	GSE111577	GSM3034526		JH642	Mutant			False	True	False	False	True	True
SRX3775924	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819012	SRP134186	PRJNA437458	437458	SRS3030059	SAMN08662983	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206310	8662983	GSE111577	GSM3034527		JH642	Mutant			False	True	False	False	True	True
SRX3775925	2018-03-12 16:04:09	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	91061	535025	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR6819013	SRP134186	PRJNA437458	437458	SRS3030060	SAMN08662982	SRA665113	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	5206311	8662982	GSE111577	GSM3034528		JH642	Mutant			False	True	False	False	True	True
SRX4172501	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268675	SRP149875	PRJNA474815	474815	SRS3384143	SAMN09374287	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659211	9374287				Bacillus subtilis subsp. subtilis BKE30630				True	True	True	False	True	True
SRX4172502	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268674	SRP149875	PRJNA474815	474815	SRS3384144	SAMN09374286	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659212	9374286				Bacillus subtilis subsp. subtilis BKE30630				True	True	True	False	True	True
SRX4172503	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268673	SRP149875	PRJNA474815	474815	SRS3384145	SAMN09374285	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659213	9374285				Bacillus subtilis subsp. subtilis BKE30630				True	True	True	False	True	True
